ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice,10th choice,11th choice,12th choice
000402-00-0984, C12,C03,C06,C10,C11,C04,C05,C01,,,,
000402-00-1455, C12,C03,C10,C09,,,,,,,,
000402-00-1462, C12,C03,C10,C04,C06,C11,,,,,,
000303-00-0758, C12,C03,C09,C10,C06,C04,C11,,,,,
000303-00-0762, C12,C03,C09,C10,C06,C04,C11,,,,,
000304-00-0546, C12,C11,C03,C10,,,,,,,,
000502-00-0589, C12,C03,C01,C06,C09,C10,,,,,,
000702-00-0185, C12,C03,C09,,,,,,,,,
000901-00-0227, C12,C10,C03,C04,C09,C06,C11,C01,,,,
000901-00-0541, C12,C03,,,,,,,,,,
000901-00-0581, C12,C11,C03,C06,C09,,,,,,,
000501-00-1003, C12,C03,C10,C09,,,,,,,,
001003-00-0803, C12,C03,C10,C09,C06,C04,C11,,,,,
001003-00-1059, C12,C10,C03,C04,C11,C06,,,,,,
001003-00-0069, C12,C11,C01,C03,C06,C04,WI01,,,,,
000902-00-1207, C12,C03,C04,C11,C10,C06,,,,,,
000201-00-0833, C12,C01,C03,,,,,,,,,
001103-00-0110, C12,C03,C06,,,,,,,,,
001103-00-0257, C12,C03,,,,,,,,,,
001001-00-1505, C12,C03,C11,,,,,,,,,
000101-00-0050, C12,C03,C04,C11,C01,,,,,,,
000503-00-1069, C12,C11,C10,C03,C06,C04,C09,,,,,
001101-00-0035, C12,C09,C03,,,,,,,,,
001101-00-0138, C12,C09,C03,C05,C11,,,,,,,
001101-00-0473, C12,C03,C05,,,,,,,,,
000903-00-0244, C12,C09,C03,,,,,,,,,
000903-00-1017, C12,C01,C03,,,,,,,,,
001102-00-0043, C11,C12,C03,,,,,,,,,
000103-00-1001, C11,C12,C03,,,,,,,,,
000402-00-0601, C10,C12,C03,C11,C09,C04,,,,,,
001102-00-0121, C10,C12,C03,,,,,,,,,
000201-00-0654, C10,C12,C03,,,,,,,,,
001102-00-0404, C11,C10,C12,C03,C04,,,,,,,
000601-00-1197, C06,C03,C04,C01,,,,,,,,
000402-00-0902, C06,C03,,,,,,,,,,
000303-00-0194, C06,C03,C11,,,,,,,,,
000303-00-0485, C06,C03,C09,C11,C04,,,,,,,
000303-00-0764, C06,C03,C12,C11,C04,,,,,,,
000304-00-0032, C06,C01,C11,C03,,,,,,,,
000304-00-0148, C06,C03,C04,C11,,,,,,,,
000203-00-0117, C06,C03,C09,,,,,,,,,
000502-00-0084, C06,C03,C11,C04,C05,C01,,,,,,
000502-00-0175, C06,C12,C11,C03,C04,,,,,,,
000502-00-0466, C06,C11,C03,C01,,,,,,,,
000502-00-0669, C06,C03,C11,C05,C04,C01,,,,,,
000502-00-1335, C06,C03,C11,,,,,,,,,
000502-00-1576, C06,C03,C09,,,,,,,,,
000501-00-0074, C06,C03,C04,C11,,,,,,,,
000501-00-0329, C06,C01,C03,,,,,,,,,
000501-00-0559, C06,C03,C04,C09,C12,C11,,,,,,
000501-00-0690, C06,C03,C11,C01,,,,,,,,
001002-00-0001, C06,C03,C09,,,,,,,,,
001002-00-0044, C06,C04,C11,C09,C12,C03,,,,,,
000301-00-0109, C06,C03,C12,C10,,,,,,,,
000301-00-0325, C06,C01,C03,C12,C10,C04,,,,,,
000301-00-0342, C06,C03,C04,C11,C01,,,,,,,
000301-00-0981, C06,C03,C01,,,,,,,,,
000301-00-1046, C06,C03,C05,,,,,,,,,
001102-00-0231, C06,C03,C04,C01,C10,C12,,,,,,
001102-00-1053, C06,C01,C09,C03,C04,,,,,,,
001102-00-0521, C06,C03,C04,C01,C05,,,,,,,
000603-00-0118, C06,C04,C01,C03,,,,,,,,
000603-00-0268, C06,C03,C04,C11,,,,,,,,
000603-00-0334, C06,C11,C04,C03,C09,C10,,,,,,
000603-00-0345, C06,C04,C03,C11,C12,,,,,,,
000603-00-1034, C06,C09,C04,C03,,,,,,,,
001003-00-0784, C06,C01,C09,C03,,,,,,,,
001003-00-0907, C06,C01,C09,C03,,,,,,,,
001003-00-0936, C06,C11,C03,,,,,,,,,
000902-00-0956, C06,C03,C04,,,,,,,,,
000302-00-0188, C06,C11,C04,C03,C01,,,,,,,
000302-00-0281, C06,C09,C04,C11,C03,C10,,,,,,
000302-00-0310, C06,C03,C04,C11,,,,,,,,
000302-00-0340, C06,C03,C04,C11,,,,,,,,
001103-00-0759, C06,C03,C12,,,,,,,,,
001103-00-1023, C06,C09,C03,,,,,,,,,
001103-00-1326, C06,C09,C03,,,,,,,,,
001001-00-0462, C06,C04,C03,C10,C12,C11,,,,,,
000503-00-0102, C06,C09,C04,C11,C03,C10,,,,,,
000503-00-0109, C06,C04,C03,C10,C11,,,,,,,
000503-00-0669, C06,C03,C01,C11,,,,,,,,
000503-00-0930, C06,C03,C05,C09,,,,,,,,
000503-00-1021, C06,C03,C09,C04,C05,,,,,,,
000503-00-1208, C06,C01,C10,C11,C04,C03,C05,,,,,
000102-00-0360, C06,C03,C11,,,,,,,,,
000401-00-0137, C06,C03,,,,,,,,,,
000401-00-0183, C06,C03,C05,,,,,,,,,
000401-00-0376, C06,C03,,,,,,,,,,
000401-00-0541, C06,C03,C01,,,,,,,,,
000401-00-0586, C06,C04,C03,C12,,,,,,,,
000401-00-0786, C06,C04,C11,C09,C03,,,,,,,
000401-00-0789, C06,C11,C03,,,,,,,,,
000401-00-0930, C06,C03,C04,,,,,,,,,
000401-00-0943, C06,C03,C04,,,,,,,,,
000401-00-1054, C06,C05,C11,C03,C01,C04,,,,,,
000401-00-0077, C06,C04,C03,,,,,,,,,
001101-00-0209, C06,C09,C12,C03,,,,,,,,
001101-00-0400, C06,C03,C11,,,,,,,,,
000701-00-1023, C06,C11,C04,C03,C09,C10,,,,,,
000701-00-1062, C06,C09,C03,C11,C04,,,,,,,
000403-00-0138, C06,C12,C10,C03,,,,,,,,
000602-00-0332, C11,C06,C03,C10,,,,,,,,
000402-00-1080, C10,C06,C03,C09,C11,C04,,,,,,
000603-00-0435, C10,C06,C04,C12,C11,C03,,,,,,
001001-00-0836, C10,C06,C12,C11,C03,C04,C01,,,,,
000503-00-0397, C10,C06,C03,C04,C11,C12,,,,,,
000503-00-0400, C10,C06,C03,C04,C11,C12,,,,,,
000703-00-0291, C09,C06,C03,,,,,,,,,
000703-00-0030, C09,C06,C03,C11,WI01,C10,,,,,,
000402-00-0096, C09,C06,C04,C11,C12,C10,C03,,,,,
000702-00-0300, C09,C06,C10,C04,C12,C03,,,,,,
001102-00-1434, C09,C06,C03,C10,,,,,,,,
001102-00-0357, C09,C06,C04,C11,C10,C12,C03,,,,,
000902-00-0072, C09,C11,C06,C12,C04,C03,,,,,,
000801-00-0317, C09,C06,C03,C01,,,,,,,,
000401-00-0279, C11,C09,C06,C04,C03,,,,,,,
000903-00-0373, C10,C09,C06,C03,C01,,,,,,,
000903-00-0500, C10,C09,C06,C03,C01,,,,,,,
000601-00-1019, C12,C10,C09,C06,C03,C11,C04,,,,,
001002-00-0227, C12,C06,C10,C03,C09,C04,C11,,,,,
000503-00-0610, C12,C06,C04,C11,C03,,,,,,,
001101-00-0530, C12,C06,C03,,,,,,,,,
000903-00-1728, C10,C12,C06,C03,C04,C11,C05,,,,,
000703-00-0032, C02,C11,,,,,,,,,,
000703-00-0037, C02,,,,,,,,,,,
000703-00-0105, C02,,,,,,,,,,,
000703-00-0124, C02,,,,,,,,,,,
000703-00-0173, C02,,,,,,,,,,,
000703-00-0224, C02,C11,,,,,,,,,,
000703-00-0029, C02,WI01,,,,,,,,,,
000601-00-0257, C02,,,,,,,,,,,
000601-00-0279, C02,C09,C03,,,,,,,,,
000601-00-0295, C02,,,,,,,,,,,
000601-00-0301, C02,,,,,,,,,,,
000601-00-0533, C02,C03,,,,,,,,,,
000601-00-0742, C02,C10,,,,,,,,,,
000601-00-0745, C02,C05,,,,,,,,,,
000601-00-0844, C02,C05,C11,C12,,,,,,,,
000601-00-0881, C02,C04,C05,C09,C10,C12,,,,,,
000601-00-0886, C02,C04,C11,,,,,,,,,
000601-00-0983, C02,,,,,,,,,,,
000601-00-1023, C02,C05,,,,,,,,,,
000601-00-1149, C02,C06,C10,,,,,,,,,
000601-00-0160, C02,C01,C09,,,,,,,,,
000402-00-0041, C02,C12,C11,C06,C04,,,,,,,
000402-00-0042, C02,C03,C11,C06,C04,,,,,,,
000402-00-0061, C02,C03,C05,C11,,,,,,,,
000402-00-0081, C02,C05,,,,,,,,,,
000402-00-0150, C02,C06,,,,,,,,,,
000402-00-0310, C02,C05,C01,,,,,,,,,
000402-00-0373, C02,C11,C12,,,,,,,,,
000402-00-0413, C02,C03,C11,C04,C05,,,,,,,
000402-00-0443, C02,C05,,,,,,,,,,
000402-00-0471, C02,C11,C12,C10,C01,C04,,,,,,
000402-00-0559, C02,,,,,,,,,,,
000402-00-0586, C02,,,,,,,,,,,
000402-00-0777, C02,,,,,,,,,,,
000402-00-0806, C02,C01,,,,,,,,,,
000402-00-0963, C02,C11,,,,,,,,,,
000402-00-1058, C02,C06,,,,,,,,,,
000402-00-1069, C02,C04,C12,C05,C03,,,,,,,
000402-00-1087, C02,C11,C09,C01,,,,,,,,
000402-00-1125, C02,C01,C06,,,,,,,,,
000303-00-0091, C02,,,,,,,,,,,
000303-00-0634, C02,C05,C04,C10,,,,,,,,
000303-00-0907, C02,C09,,,,,,,,,,
000304-00-0064, C02,C05,,,,,,,,,,
000304-00-0254, C02,,,,,,,,,,,
000304-00-0303, C02,C05,C01,,,,,,,,,
000304-00-0307, C02,C09,C06,C10,,,,,,,,
000304-00-0413, C02,C05,,,,,,,,,,
000304-00-0446, C02,C01,,,,,,,,,,
000304-00-0542, C02,C04,,,,,,,,,,
000203-00-0040, C02,,,,,,,,,,,
000203-00-0060, C02,C01,C06,C11,C04,,,,,,,
000203-00-0094, C02,C10,C11,,,,,,,,,
000203-00-0097, C02,C11,C10,,,,,,,,,
000203-00-0108, C02,C09,C03,,,,,,,,,
000203-00-0221, C02,,,,,,,,,,,
000203-00-0307, C02,,,,,,,,,,,
000203-00-0341, C02,C11,C09,C10,,,,,,,,
000502-00-0087, C02,C04,,,,,,,,,,
000502-00-0168, C02,,,,,,,,,,,
000502-00-0194, C02,C04,C11,C06,C03,C09,C10,C12,,,,
000502-00-0235, C02,C04,C11,C06,C03,C09,C10,C12,,,,
000502-00-0305, C02,C11,C10,C05,,,,,,,,
000502-00-0377, C02,C04,C11,C03,C06,,,,,,,
000502-00-0467, C02,,,,,,,,,,,
000502-00-0474, C02,,,,,,,,,,,
000502-00-0497, C02,C04,,,,,,,,,,
000502-00-0577, C02,C03,C04,,,,,,,,,
000502-00-0600, C02,C11,C12,,,,,,,,,
000502-00-0787, C02,C03,C06,,,,,,,,,
000502-00-0836, C02,,,,,,,,,,,
000502-00-0890, C02,,,,,,,,,,,
000502-00-1142, C02,C04,C06,,,,,,,,,
000502-00-1238, C02,,,,,,,,,,,
000502-00-1361, C02,C12,C11,,,,,,,,,
000502-00-1363, C02,,,,,,,,,,,
000502-00-1382, C02,,,,,,,,,,,
000502-00-1492, C02,,,,,,,,,,,
000502-00-1517, C02,,,,,,,,,,,
000502-00-1539, C02,,,,,,,,,,,
000502-00-1623, C02,,,,,,,,,,,
000502-00-1798, C02,,,,,,,,,,,
000502-00-1799, C02,C12,C01,,,,,,,,,
000702-00-0055, C02,C04,C11,C01,C06,,,,,,,
000702-00-0125, C02,C09,,,,,,,,,,
000702-00-0186, C02,C01,C05,C06,C03,,,,,,,
000702-00-0249, C02,C01,C10,,,,,,,,,
000702-00-0286, C02,C04,C06,C05,,,,,,,,
000901-00-0004, C02,,,,,,,,,,,
000901-00-0017, C02,C09,C11,C12,,,,,,,,
000901-00-0019, C02,C11,,,,,,,,,,
000901-00-0043, C02,C11,C04,,,,,,,,,
000901-00-0047, C02,C11,,,,,,,,,,
000901-00-0099, C02,C11,C04,C01,,,,,,,,
000901-00-0100, C02,,,,,,,,,,,
000901-00-0102, C02,C04,C06,C11,C10,C01,,,,,,
000901-00-0119, C02,,,,,,,,,,,
000901-00-0124, C02,C04,C05,,,,,,,,,
000901-00-0184, C02,,,,,,,,,,,
000901-00-0224, C02,C11,,,,,,,,,,
000901-00-0241, C02,C11,C01,,,,,,,,,
000901-00-0252, C02,C11,C04,,,,,,,,,
000901-00-0264, C02,C11,C04,,,,,,,,,
000901-00-0270, C02,C11,,,,,,,,,,
000901-00-0280, C02,C04,C09,C11,,,,,,,,
000901-00-0295, C02,,,,,,,,,,,
000901-00-0297, C02,C05,C11,,,,,,,,,
000901-00-0306, C02,C11,C01,C03,,,,,,,,
000901-00-0314, C02,C04,C10,C11,C12,,,,,,,
000901-00-0329, C02,C11,,,,,,,,,,
000901-00-0407, C02,C11,C01,,,,,,,,,
000901-00-0419, C02,,,,,,,,,,,
000901-00-0427, C02,C04,,,,,,,,,,
000901-00-0428, C02,,,,,,,,,,,
000901-00-0431, C02,,,,,,,,,,,
000901-00-0433, C02,C11,C04,C01,C06,C10,,,,,,
000901-00-0442, C02,,,,,,,,,,,
000901-00-0449, C02,C05,,,,,,,,,,
000901-00-0451, C02,C05,,,,,,,,,,
000901-00-0500, C02,C11,C01,C04,,,,,,,,
000901-00-0519, C02,C11,C05,,,,,,,,,
000901-00-0560, C02,C01,,,,,,,,,,
000901-00-0601, C02,,,,,,,,,,,
000901-00-0608, C02,C11,C04,C09,,,,,,,,
000901-00-0614, C02,C12,C04,,,,,,,,,
000901-00-0623, C02,,,,,,,,,,,
000901-00-0641, C02,C11,C04,,,,,,,,,
000901-00-0647, C02,C04,,,,,,,,,,
000901-00-0652, C02,C11,,,,,,,,,,
000901-00-0667, C02,C11,,,,,,,,,,
000901-00-0677, C02,,,,,,,,,,,
000901-00-0699, C02,C11,C04,C06,C12,,,,,,,
000901-00-0719, C02,C09,C11,,,,,,,,,
000901-00-0735, C02,,,,,,,,,,,
000901-00-0741, C02,,,,,,,,,,,
000901-00-0744, C02,,,,,,,,,,,
000901-00-0751, C02,C04,,,,,,,,,,
000901-00-0779, C02,C11,C01,C06,C10,,,,,,,
000901-00-0792, C02,,,,,,,,,,,
000901-00-0797, C02,,,,,,,,,,,
000901-00-0799, C02,,,,,,,,,,,
000901-00-0821, C02,C04,C11,C12,,,,,,,,
000901-00-0824, C02,C05,C01,,,,,,,,,
000901-00-0828, C02,,,,,,,,,,,
000901-00-0836, C02,,,,,,,,,,,
000901-00-0843, C02,,,,,,,,,,,
000901-00-0852, C02,C11,C12,C04,C05,,,,,,,
000901-00-0875, C02,,,,,,,,,,,
000901-00-0887, C02,,,,,,,,,,,
000901-00-0910, C02,C11,C04,,,,,,,,,
000901-00-0935, C02,C04,C11,,,,,,,,,
000901-00-0953, C02,C11,C01,C05,C04,,,,,,,
000901-00-0965, C02,,,,,,,,,,,
000901-00-1081, C02,,,,,,,,,,,
000901-00-1114, C02,C12,C11,,,,,,,,,
000901-00-1115, C02,C12,,,,,,,,,,
000901-00-1122, C02,,,,,,,,,,,
000901-00-1123, C02,,,,,,,,,,,
000901-00-1162, C02,C11,C05,,,,,,,,,
000901-00-1227, C02,C11,,,,,,,,,,
000901-00-1247, C02,C10,C12,C01,C04,,,,,,,
000901-00-1258, C02,,,,,,,,,,,
000901-00-1283, C02,C12,,,,,,,,,,
000901-00-1313, C02,,,,,,,,,,,
000901-00-1334, C02,C11,,,,,,,,,,
000901-00-1337, C02,,,,,,,,,,,
000901-00-1341, C02,C11,,,,,,,,,,
000901-00-1347, C02,C11,C06,,,,,,,,,
000901-00-1362, C02,C12,C01,,,,,,,,,
000901-00-1370, C02,C12,C04,,,,,,,,,
000901-00-1372, C02,C11,C01,C09,,,,,,,,
000901-00-1391, C02,C12,C01,,,,,,,,,
000901-00-1440, C02,C11,C03,,,,,,,,,
000901-00-1452, C02,C12,,,,,,,,,,
000901-00-1454, C02,C11,C05,,,,,,,,,
000901-00-1473, C02,C11,,,,,,,,,,
000901-00-1481, C02,C11,C09,C04,,,,,,,,
000901-00-1483, C02,,,,,,,,,,,
000901-00-1489, C02,,,,,,,,,,,
000901-00-1494, C02,C04,C11,,,,,,,,,
000901-00-0017, C02,,,,,,,,,,,
000901-00-0032, C02,C11,,,,,,,,,,
000901-00-0041, C02,,,,,,,,,,,
000901-00-0043, C02,,,,,,,,,,,
000901-00-0055, C02,,,,,,,,,,,
000901-00-0060, C02,C04,C11,C10,,,,,,,,
000901-00-0063, C02,C11,,,,,,,,,,
000901-00-0067, C02,C12,,,,,,,,,,
000901-00-0096, C02,,,,,,,,,,,
000901-00-0117, C02,,,,,,,,,,,
000901-00-0180, C02,C11,,,,,,,,,,
000901-00-0186, C02,C01,,,,,,,,,,
000901-00-0198, C02,,,,,,,,,,,
000901-00-0204, C02,C03,C11,,,,,,,,,
000901-00-0207, C02,C03,,,,,,,,,,
000901-00-0219, C02,,,,,,,,,,,
000901-00-0238, C02,,,,,,,,,,,
000901-00-0242, C02,C03,C04,,,,,,,,,
000901-00-0295, C02,,,,,,,,,,,
000901-00-0308, C02,C11,,,,,,,,,,
000901-00-0330, C02,,,,,,,,,,,
000901-00-0370, C02,C11,,,,,,,,,,
000901-00-0376, C02,,,,,,,,,,,
000901-00-0428, C02,,,,,,,,,,,
000901-00-0481, C02,,,,,,,,,,,
000901-00-0483, C02,C04,,,,,,,,,,
000901-00-0492, C02,C11,,,,,,,,,,
000901-00-0501, C02,C12,,,,,,,,,,
000901-00-0506, C02,,,,,,,,,,,
000901-00-0099, C02,C04,C11,,,,,,,,,
000901-00-0101, C02,C10,C12,C01,,,,,,,,
000901-00-0116, C02,,,,,,,,,,,
000901-00-0190, C02,C06,C01,,,,,,,,,
000901-00-0207, C02,C11,C04,C06,,,,,,,,
000901-00-0214, C02,C11,,,,,,,,,,
000901-00-0215, C02,C11,,,,,,,,,,
000501-00-0003, C02,C04,C12,C11,,,,,,,,
000501-00-0005, C02,C11,C04,C12,,,,,,,,
000501-00-0232, C02,,,,,,,,,,,
000501-00-0368, C02,,,,,,,,,,,
000501-00-0492, C02,C01,C10,C11,C05,C04,,,,,,
000501-00-0640, C02,,,,,,,,,,,
000501-00-0739, C02,C05,C06,C03,C01,C04,,,,,,
000501-00-0777, C02,C01,C10,C06,,,,,,,,
000501-00-0847, C02,C03,C09,,,,,,,,,
000501-00-0901, C02,,,,,,,,,,,
000501-00-0995, C02,C06,C10,C03,C11,,,,,,,
000501-00-1226, C02,,,,,,,,,,,
000501-00-1292, C02,C04,C05,C10,C06,,,,,,,
000501-00-1317, C02,C11,,,,,,,,,,
000501-00-1345, C02,,,,,,,,,,,
000501-00-1356, C02,,,,,,,,,,,
000501-00-1377, C02,C12,,,,,,,,,,
001002-00-0019, C02,C01,C04,,,,,,,,,
001002-00-0061, C02,,,,,,,,,,,
001002-00-0070, C02,C04,C11,,,,,,,,,
001002-00-0078, C02,C04,,,,,,,,,,
001002-00-0080, C02,C04,,,,,,,,,,
001002-00-0147, C02,C11,C01,,,,,,,,,
001002-00-0152, C02,C01,,,,,,,,,,
001002-00-0216, C02,C03,C06,C04,,,,,,,,
001002-00-0032, C02,C11,C03,C12,C10,,,,,,,
001002-00-0035, C02,C03,C10,C01,C11,,,,,,,
001002-00-0051, C02,C05,C01,,,,,,,,,
001002-00-0058, C02,C11,C05,,,,,,,,,
001002-00-0188, C02,C03,C11,C05,,,,,,,,
001002-00-0252, C02,C04,,,,,,,,,,
001002-00-0378, C02,,,,,,,,,,,
001002-00-0568, C02,C11,C04,,,,,,,,,
001002-00-0619, C02,C04,C12,,,,,,,,,
001002-00-0700, C02,C11,C01,C04,,,,,,,,
001002-00-0723, C02,C05,,,,,,,,,,
001002-00-0725, C02,C05,,,,,,,,,,
001002-00-0754, C02,C11,C06,,,,,,,,,
001002-00-0776, C02,C03,C11,C09,,,,,,,,
001002-00-0781, C02,C04,C11,,,,,,,,,
001002-00-0814, C02,C05,,,,,,,,,,
001002-00-0824, C02,,,,,,,,,,,
001002-00-0876, C02,C05,C11,,,,,,,,,
001002-00-0902, C02,C11,,,,,,,,,,
001002-00-0915, C02,C04,C11,,,,,,,,,
001002-00-0923, C02,C05,,,,,,,,,,
001002-00-0924, C02,,,,,,,,,,,
001002-00-0945, C02,C01,C11,C04,C12,,,,,,,
001002-00-0949, C02,C11,C12,C01,C04,,,,,,,
001002-00-0954, C02,C11,C01,,,,,,,,,
001002-00-1037, C02,C03,C01,C06,C11,C04,,,,,,
001002-00-1073, C02,C11,C01,C06,,,,,,,,
001002-00-1080, C02,C11,C12,C04,,,,,,,,
001002-00-1090, C02,C11,C01,,,,,,,,,
001002-00-1131, C02,C04,C03,,,,,,,,,
001002-00-1151, C02,C11,,,,,,,,,,
001002-00-1206, C02,C03,,,,,,,,,,
001002-00-1212, C02,C11,C04,C12,C09,,,,,,,
001002-00-1223, C02,C11,C01,,,,,,,,,
001002-00-1225, C02,C12,C01,C04,,,,,,,,
001002-00-1242, C02,,,,,,,,,,,
001002-00-1286, C02,C01,C09,,,,,,,,,
001002-00-1313, C02,C06,,,,,,,,,,
001002-00-1337, C02,C04,C11,,,,,,,,,
001002-00-1453, C02,C05,,,,,,,,,,
001002-00-1478, C02,C03,,,,,,,,,,
001002-00-0261, C02,C01,C11,C04,,,,,,,,
001002-00-0278, C02,,,,,,,,,,,
001002-00-0284, C02,C03,C11,C05,,,,,,,,
001002-00-0285, C02,C03,C11,C12,,,,,,,,
001002-00-0318, C02,C11,C01,C12,,,,,,,,
001002-00-0361, C02,C04,C11,C01,,,,,,,,
001002-00-0370, C02,C01,C11,C05,,,,,,,,
001002-00-0375, C02,C04,,,,,,,,,,
000602-00-0002, C02,C04,C11,,,,,,,,,
000602-00-0086, C02,C05,C11,,,,,,,,,
000602-00-0092, C02,,,,,,,,,,,
000602-00-0136, C02,C09,C11,C04,C01,,,,,,,
000602-00-0156, C02,C01,C04,C10,C11,C09,,,,,,
000602-00-0193, C02,,,,,,,,,,,
000602-00-0200, C02,,,,,,,,,,,
000602-00-0345, C02,C11,,,,,,,,,,
000602-00-0347, C02,C11,,,,,,,,,,
000602-00-0381, C02,C05,,,,,,,,,,
000602-00-0527, C02,C09,,,,,,,,,,
000602-00-0608, C02,,,,,,,,,,,
000602-00-0697, C02,C04,,,,,,,,,,
000602-00-0712, C02,C04,,,,,,,,,,
000602-00-0791, C02,,,,,,,,,,,
000602-00-0944, C02,C12,,,,,,,,,,
000602-00-0991, C02,C09,,,,,,,,,,
000602-00-1124, C02,C04,C11,,,,,,,,,
000301-00-0013, C02,,,,,,,,,,,
000301-00-0194, C02,C11,C04,C10,,,,,,,,
000301-00-0221, C02,,,,,,,,,,,
000301-00-0460, C02,C03,C09,,,,,,,,,
000301-00-0569, C02,C03,C05,C11,,,,,,,,
000301-00-0778, C02,C12,C03,C06,,,,,,,,
000301-00-0805, C02,,,,,,,,,,,
000301-00-0883, C02,C06,C01,,,,,,,,,
000301-00-1279, C02,C01,,,,,,,,,,
000301-00-1282, C02,C04,C10,,,,,,,,,
001102-00-0022, C02,,,,,,,,,,,
001102-00-0119, C02,,,,,,,,,,,
001102-00-0136, C02,C11,C01,,,,,,,,,
001102-00-0163, C02,C11,,,,,,,,,,
001102-00-0167, C02,C05,,,,,,,,,,
001102-00-0200, C02,C06,C12,C10,,,,,,,,
001102-00-0216, C02,C04,C11,C01,,,,,,,,
001102-00-0226, C02,C01,,,,,,,,,,
001102-00-0255, C02,C11,C01,,,,,,,,,
001102-00-0287, C02,,,,,,,,,,,
001102-00-0321, C02,C01,C12,,,,,,,,,
001102-00-0427, C02,C01,C10,,,,,,,,,
001102-00-0478, C02,,,,,,,,,,,
001102-00-0481, C02,,,,,,,,,,,
001102-00-0575, C02,C01,C11,,,,,,,,,
001102-00-0616, C02,C04,C11,C01,,,,,,,,
001102-00-0630, C02,C01,C04,,,,,,,,,
001102-00-0635, C02,C01,C06,C09,,,,,,,,
001102-00-0639, C02,C01,,,,,,,,,,
001102-00-0649, C02,C01,C04,,,,,,,,,
001102-00-0657, C02,C10,C04,,,,,,,,,
001102-00-0660, C02,C01,,,,,,,,,,
001102-00-0664, C02,,,,,,,,,,,
001102-00-0689, C02,C11,C12,,,,,,,,,
001102-00-0734, C02,C05,C09,,,,,,,,,
001102-00-0761, C02,C09,,,,,,,,,,
001102-00-0800, C02,C09,C01,C11,,,,,,,,
001102-00-0821, C02,C05,C11,,,,,,,,,
001102-00-0835, C02,C05,,,,,,,,,,
001102-00-0837, C02,C11,C01,C04,,,,,,,,
001102-00-0840, C02,C12,C11,C04,,,,,,,,
001102-00-0846, C02,C06,,,,,,,,,,
001102-00-0856, C02,,,,,,,,,,,
001102-00-0933, C02,C09,C12,,,,,,,,,
001102-00-0940, C02,,,,,,,,,,,
001102-00-0949, C02,C09,,,,,,,,,,
001102-00-0957, C02,C04,,,,,,,,,,
001102-00-0982, C02,,,,,,,,,,,
001102-00-1004, C02,C12,C11,,,,,,,,,
001102-00-1015, C02,C12,C05,C11,C04,,,,,,,
001102-00-1032, C02,,,,,,,,,,,
001102-00-1037, C02,C05,C01,,,,,,,,,
001102-00-1050, C02,C11,C09,C01,,,,,,,,
001102-00-1058, C02,C04,C01,,,,,,,,,
001102-00-1087, C02,C11,C05,,,,,,,,,
001102-00-1090, C02,C01,C04,,,,,,,,,
001102-00-1092, C02,C01,C09,C12,,,,,,,,
001102-00-1135, C02,C12,,,,,,,,,,
001102-00-1231, C02,C04,,,,,,,,,,
001102-00-1251, C02,C03,C04,C06,C01,C09,,,,,,
001102-00-1360, C02,C11,C12,,,,,,,,,
001102-00-1388, C02,C11,C12,C05,,,,,,,,
001102-00-1441, C02,C04,C11,C01,,,,,,,,
001102-00-1460, C02,C05,C10,C09,,,,,,,,
001102-00-1477, C02,C04,C01,C11,,,,,,,,
001102-00-1489, C02,C04,C01,C11,,,,,,,,
001102-00-1491, C02,C04,C01,C11,,,,,,,,
001102-00-1511, C02,,,,,,,,,,,
001102-00-1522, C02,,,,,,,,,,,
001102-00-1561, C02,,,,,,,,,,,
001102-00-1635, C02,C11,,,,,,,,,,
001102-00-1640, C02,,,,,,,,,,,
001102-00-1655, C02,C01,C11,,,,,,,,,
001102-00-1685, C02,,,,,,,,,,,
001102-00-0021, C02,C05,C04,C06,,,,,,,,
001102-00-0023, C02,,,,,,,,,,,
001102-00-0026, C02,C05,C04,C06,,,,,,,,
001102-00-0058, C02,C09,C04,,,,,,,,,
001102-00-0107, C02,C01,C11,,,,,,,,,
001102-00-0121, C02,C12,C01,,,,,,,,,
001102-00-0179, C02,,,,,,,,,,,
001102-00-0280, C02,C03,C04,C06,C01,C09,,,,,,
001102-00-0294, C02,,,,,,,,,,,
001102-00-0306, C02,C05,,,,,,,,,,
001102-00-0308, C02,C09,,,,,,,,,,
001102-00-0343, C02,C11,C03,,,,,,,,,
001102-00-0374, C02,C01,,,,,,,,,,
001102-00-0405, C02,,,,,,,,,,,
001102-00-0496, C02,C11,,,,,,,,,,
001102-00-0156, C02,,,,,,,,,,,
001102-00-0163, C02,,,,,,,,,,,
001102-00-0191, C02,C04,C09,,,,,,,,,
001102-00-0223, C02,C10=C11,,,,,,,,,,
000603-00-0025, C02,C01,C09,C12,C03,,,,,,,
000603-00-0114, C02,C01,C04,C06,C12,C11,,,,,,
000603-00-0167, C02,C01,C06,,,,,,,,,
000603-00-0275, C02,C01,C06,,,,,,,,,
000603-00-0356, C02,C01,C11,C05,,,,,,,,
000603-00-0582, C02,C04,,,,,,,,,,
000603-00-0619, C02,,,,,,,,,,,
000603-00-0682, C02,,,,,,,,,,,
000603-00-0778, C02,,,,,,,,,,,
000603-00-0806, C02,,,,,,,,,,,
000603-00-0890, C02,C11,C03,C01,C04,,,,,,,
000603-00-0891, C02,C11,C03,C01,,,,,,,,
