ID,,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice
000601-00-0114, C09,C05,C03,,,,,,
000601-00-0120, C09,C01,C05,,,,,,
000601-00-0152, C09,C03,C04,,,,,,
000601-00-0159, C09,C08,C05,,,,,,
000601-00-0176, C09,C05,C08,C03,,,,,
000601-00-0194, C09,C04,C03,,,,,,
000601-00-0197, C09,C05,C08,C04,,,,,
000601-00-0198, C09,C07,C01,C04,C02,C03,C08,,
000601-00-0201, C09,C05,C08,C04,C02,,,,
000601-00-0205, C09,C08,C05,C04,C02,,,,
000601-00-0222, C09,C05,C08,,,,,,
000601-00-0234, C09,,,,,,,,
000601-00-0286, C09,C08,C04,C05,,,,,
000601-00-0289, C09,C08,C04,,,,,,
000601-00-0291, C09,C03,C08,C04,C05,,,,
000601-00-0293, C09,C05,C08,,,,,,
000601-00-0307, C09,C01,,,,,,,
000601-00-0309, C09,C04,,,,,,,
000601-00-0317, C09,C03,C04,,,,,,
000601-00-0366, C09,C08,C04,,,,,,
000601-00-0379, C09,C05,C08,,,,,,
000601-00-0389, C09,C01,C02,C04,C05,C06,C07,C08,C03
000601-00-0409, C09,C01,C03,,,,,,
000601-00-0416, C09,C08,C04,C05,,,,,
000601-00-0422, C09,C08,,,,,,,
000601-00-0431, C09,C08,C05,C03,C04,,,,
000601-00-0436, C09,C01,C04,C05,C06,,,,
000601-00-0470, C09,,,,,,,,
000601-00-0486, C09,C03,C05,C08,,,,,
000601-00-0501, C09,,,,,,,,
000601-00-0514, C09,C04,C05,,,,,,
000601-00-0522, C09,C04,C08,,,,,,
000601-00-0523, C09,,,,,,,,
000601-00-0526, C09,C08,C05,,,,,,
000601-00-0544, C09,C08,C05,C04,,,,,
000601-00-0547, C09,C05,C04,,,,,,
000601-00-0560, C09,C06,C03,C07,,,,,
000601-00-0633, C09,C05,C06,C08,C02,C07,C03,C04,C01
000601-00-0673, C09,C01,C02,C05,,,,,
000601-00-0674, C09,C03,C08,C05,C04,,,,
000601-00-0683, C09,C04,C08,C02,,,,,
000601-00-0687, C09,C08,C05,C04,C01,C02,C07,C06,C03
000601-00-0701, C09,C07,C06,C03,,,,,
000601-00-0718, C09,,,,,,,,
000601-00-0720, C09,C03,,,,,,,
000601-00-0769, C09,C04,,,,,,,
000601-00-0780, C09,C07,C03,C06,,,,,
000601-00-0788, C09,C02,,,,,,,
000601-00-0789, C09,C04,C01,C03,C08,C07,,,
000601-00-0796, C09,C08,,,,,,,
000601-00-0818, C09,C01,C03,,,,,,
000601-00-0830, C09,C08,C05,C03,C04,,,,
000601-00-0894, C09,C05,C08,,,,,,
000601-00-0895, C09,C08,C04,C02,,,,,
000601-00-0902, C09,C05,,,,,,,
000601-00-0913, C09,C03,C04,C08,,,,,
000601-00-0928, C09,,,,,,,,
000601-00-0935, C09,C08,C05,C03,C04,C02,,,
000601-00-0956, C09,C08,,,,,,,
000601-00-0132, C09,C04,WI01,C01,C07,C05,C03,C06,C08
000101-00-0022, C09,C06,C02,C03,C05,C08,C04,C01,
000101-00-0024, C09,C02,C04,,,,,,
000101-00-0034, C09,C05,C08,,,,,,
000101-00-0049, C09,C05,C02,C01,,,,,
000101-00-0062, C09,C02,C01,C03,C06,C07,C08,C05,C04
000101-00-0065, C09,C05,C07,C08,C02,C04,,,
000101-00-0073, C09,C05,C07,C08,C02,C04,,,
000101-00-0083, C09,C02,C04,,,,,,
000101-00-0127, C09,C05,C08,,,,,,
000101-00-0143, C09,C05,C08,C02,C01,C04,,,
000101-00-0213, C09,C02,,,,,,,
000101-00-0217, C09,,,,,,,,
000101-00-0220, C09,,,,,,,,
000101-00-0269, C09,C05,C02,C01,C07,C08,C03,,
000101-00-0279, C09,C07,,,,,,,
000101-00-0325, C09,C02,,,,,,,
000101-00-0359, C09,C02,C08,C05,,,,,
000101-00-0408, C09,C07,C06,C03,,,,,
000101-00-0426, C09,C08,C05,C04,C03,,,,
000101-00-0433, C09,C03,C06,C07,,,,,
000101-00-0457, C09,C01,C05,,,,,,
000101-00-0594, C09,,,,,,,,
000101-00-0644, C09,C08,,,,,,,
000101-00-0656, C09,,,,,,,,
000101-00-0677, C09,C07,C03,C08,,,,,
000101-00-0739, C09,C03,C05,,,,,,
000101-00-0742, C09,C03,,,,,,,
000101-00-0754, C09,C08,C05,,,,,,
000101-00-0758, C09,C04,C05,,,,,,
000101-00-0775, C09,C07,C02,,,,,,
000101-00-0835, C09,C04,C02,,,,,,
000101-00-0854, C09,C03,C06,C07,,,,,
000101-00-0867, C09,,,,,,,,
000101-00-0895, C09,,,,,,,,
000101-00-0899, C09,C05,C08,,,,,,
000101-00-0907, C09,C08,C05,C04,C01,C02,C03,C06,C07
000101-00-0909, C09,C03,C07,C06,,,,,
000101-00-0937, C09,C01,C02,C08,,,,,
000101-00-0946, C09,,,,,,,,
000101-00-0969, C09,C02,,,,,,,
000101-00-0994, C09,C01,C04,C06,,,,,
000303-00-0001, C09,C08,C01,C04,C05,,,,
000303-00-0009, C09,C08,C03,C04,C05,,,,
000303-00-0012, C09,C08,C05,C03,C06,C07,C01,C02,C04
000303-00-0023, C09,C08,C05,,,,,,
000303-00-0027, C09,C05,C04,C06,,,,,
000303-00-0031, C09,C04,,,,,,,
000303-00-0035, C09,C05,,,,,,,
000303-00-0041, C09,,,,,,,,
000303-00-0045, C09,C08,C04,C01,C05,C03,,,
000303-00-0047, C09,C08,,,,,,,
000303-00-0048, C09,C05,C08,,,,,,
000303-00-0078, C09,C08,C05,C03,C06,C07,,,
000303-00-0080, C09,C03,C05,,,,,,
000303-00-0106, C09,C03,C08,C01,,,,,
000303-00-0151, C09,C03,C08,C01,C02,C05,C04,,
000303-00-0153, C09,C05,C08,,,,,,
000303-00-0168, C09,,,,,,,,
000303-00-0170, C09,,,,,,,,
000303-00-0178, C09,C08,,,,,,,
000303-00-0182, C09,C05,C08,,,,,,
000303-00-0206, C09,C05,,,,,,,
000303-00-0218, C09,C01,C04,C08,,,,,
000303-00-0238, C09,C08,C05,C06,,,,,
000303-00-0241, C09,C08,C05,C03,,,,,
000303-00-0244, C09,C08,C04,C07,C05,,,,
000303-00-0251, C09,C06,C07,,,,,,
000303-00-0267, C09,,,,,,,,
000303-00-0276, C09,C02,C05,C01,C08,,,,
000303-00-0311, C09,C08,,,,,,,
000303-00-0348, C09,C08,C07,,,,,,
000303-00-0356, C09,,,,,,,,
000303-00-0393, C09,,,,,,,,
000303-00-0406, C09,,,,,,,,
000303-00-0427, C09,C03,,,,,,,
000303-00-0429, C09,C08,C04,C03,C06,C05,,,
000303-00-0430, C09,C05,C04,,,,,,
000303-00-0434, C09,,,,,,,,
000303-00-0436, C09,,,,,,,,
000303-00-0447, C09,C08,,,,,,,
000303-00-0454, C09,C05,C08,,,,,,
000303-00-0464, C09,C04,C05,,,,,,
000303-00-0474, C09,C08,C03,C07,C04,,,,
000303-00-0480, C09,C08,,,,,,,
000303-00-0485, C09,C08,C05,C06,C07,C03,,,
000303-00-0495, C09,C08,C05,,,,,,
000303-00-0526, C09,C04,C02,C08,C03,,,,
000303-00-0116, C09,C03,C04,,,,,,
000901-00-0021, C09,C08,C07,C05,C06,C02,C03,C04,
000901-00-0091, C09,C04,,,,,,,
000901-00-0131, C09,C07,,,,,,,
000901-00-0133, C09,C07,C08,,,,,,
000901-00-0142, C09,C04,C08,,,,,,
000901-00-0159, C09,C08,C04,C05,,,,,
000901-00-0166, C09,C07,,,,,,,
000901-00-0174, C09,C04,,,,,,,
000901-00-0212, C09,C01,C02,C04,,,,,
000901-00-0217, C09,C03,C04,C05,C08,,,,
000901-00-0223, C09,C03,C08,C04,C05,C07,,,
000901-00-0243, C09,C08,,,,,,,
000901-00-0262, C09,,,,,,,,
000901-00-0267, C09,C05,C07,,,,,,
000901-00-0294, C09,C07,C04,C03,,,,,
000901-00-0296, C09,C07,C05,,,,,,
000901-00-0301, C09,C04,C05,,,,,,
000901-00-0381, C09,C04,C01,C05,C08,C07,,,
000901-00-0388, C09,,,,,,,,
000901-00-0391, C09,C07,C08,C04,,,,,
000901-00-0398, C09,C07,C08,,,,,,
000901-00-0419, C09,,,,,,,,
000901-00-0445, C09,C08,C01,C02,C03,C04,C05,C06,C07
000901-00-0473, C09,C08,C03,,,,,,
000901-00-0493, C09,C04,C05,,,,,,
000901-00-0554, C09,C05,C08,,,,,,
000901-00-0592, C09,C07,C04,C02,C03,C01,C08,,
000901-00-0600, C09,C05,C07,C08,C04,C02,C03,C01,
000901-00-0614, C09,C05,C04,C08,C03,,,,
000901-00-0632, C09,C04,C08,C07,,,,,
000901-00-0662, C09,C07,C05,C04,C08,,,,
000901-00-0666, C09,,,,,,,,
000901-00-0716, C09,C07,C03,C05,C04,,,,
000901-00-0731, C09,C04,C02,C08,,,,,
000901-00-0749, C09,C07,C05,C03,C04,C02,C01,C08,C06
000901-00-0887, C09,C07,,,,,,,
000901-00-0938, C09,C03,C08,C04,,,,,
000901-00-0940, C09,C07,C03,,,,,,
000901-00-0975, C09,C05,,,,,,,
000901-00-1009, C09,C04,C05,C07,,,,,
000901-00-1029, C09,C04,C02,,,,,,
000901-00-1031, C09,,,,,,,,
000901-00-1049, C09,C08,C05,C07,,,,,
000901-00-1051, C09,C08,C07,C04,C05,,,,
000901-00-1077, C09,C08,C07,C05,C04,C03,C06,C01,C02
000901-00-1094, C09,C07,,,,,,,
000901-00-1147, C09,C03,C04,C07,,,,,
000901-00-1148, C09,C07,C04,C03,,,,,
000901-00-1150, C09,C03,C04,,,,,,
000901-00-1162, C09,C07,C04,C03,,,,,
000901-00-1180, C09,C05,C03,C04,C08,,,,
000901-00-1194, C09,C04,C03,,,,,,
000901-00-1202, C09,C07,C03,,,,,,
000901-00-1211, C09,C07,,,,,,,
000901-00-1215, C09,C07,C02,C04,C05,C08,,,
000901-00-1241, C09,C03,C02,,,,,,
000901-00-1244, C09,C07,C03,C06,,,,,
000901-00-1254, C09,C07,,,,,,,
000901-00-1309, C09,,,,,,,,
000901-00-1312, C09,,,,,,,,
000901-00-1322, C09,C08,C05,,,,,,
000901-00-1335, C09,C07,C08,,,,,,
000503-00-0009, C09,C08,C04,,,,,,
000503-00-0010, C09,C05,C04,C08,,,,,
000503-00-0012, C09,C08,,,,,,,
000503-00-0036, C09,C03,C05,C04,,,,,
000503-00-0038, C09,C03,C04,C08,,,,,
000503-00-0043, C09,C03,C05,C04,,,,,
000503-00-0046, C09,C08,C04,,,,,,
000503-00-0050, C09,C08,C03,,,,,,
000503-00-0052, C09,C05,C01,C08,,,,,
000503-00-0054, C09,C08,C04,,,,,,
000503-00-0057, C09,C08,,,,,,,
000503-00-0058, C09,C05,C04,C08,,,,,
000503-00-0067, C09,C04,C08,C02,,,,,
000503-00-0070, C09,,,,,,,,
000503-00-0072, C09,,,,,,,,
000503-00-0076, C09,C08,C07,C06,C03,C01,C02,C04,C05
000503-00-0082, C09,C05,C08,C01,C04,C07,,,
000503-00-0100, C09,C08,C03,C04,C02,C01,C05,,
000503-00-0121, C09,C04,C08,,,,,,
000503-00-0128, C09,C03,C01,C08,,,,,
000503-00-0134, C09,C01,C07,C06,C04,,,,
000503-00-0138, C09,C08,C02,C04,C05,,,,
000503-00-0158, C09,C08,C01,C03,C05,,,,
000503-00-0168, C09,C08,C04,C03,,,,,
000503-00-0172, C09,C08,C04,C03,C05,,,,
000503-00-0173, C09,C08,C04,C03,,,,,
000503-00-0180, C09,C08,C04,C07,C02,C05,C06,C01,C03
000503-00-0186, C09,C02,C06,C01,C08,C04,C03,C07,C05
000503-00-0192, C09,,,,,,,,
000503-00-0203, C09,C06,,,,,,,
000503-00-0207, C09,C06,C03,C02,C05,C07,C08,,
000503-00-0212, C09,C01,C02,C04,C05,C08,C03,,
000503-00-0233, C09,C08,C04,,,,,,
000503-00-0248, C09,C08,C04,C05,C03,,,,
000503-00-0250, C09,C03,C01,,,,,,
000503-00-0255, C09,,,,,,,,
000503-00-0262, C09,C01,C04,C05,C02,,,,
000503-00-0281, C09,C08,C04,,,,,,
000503-00-0289, C09,C08,C05,C04,,,,,
000503-00-0290, C09,C08,C05,C06,C03,,,,
000503-00-0293, C09,C03,C01,C08,C04,,,,
000503-00-0294, C09,C08,,,,,,,
000503-00-0304, C09,C08,C03,,,,,,
000503-00-0311, C09,C08,,,,,,,
000503-00-0320, C09,C04,C08,C05,C03,,,,
000503-00-0329, C09,C08,C04,C06,C07,,,,
000503-00-0338, C09,C08,,,,,,,
000503-00-0344, C09,C08,C05,,,,,,
000503-00-0355, C09,C08,C05,C03,C07,C04,C01,C02,
000503-00-0361, C09,C05,C08,C03,C07,C01,C04,C02,
000503-00-0362, C09,C08,,,,,,,
000503-00-0363, C09,C05,,,,,,,
000503-00-0368, C09,C04,C03,,,,,,
000503-00-0382, C09,C08,C05,C04,,,,,
000503-00-0383, C09,C08,C01,,,,,,
000503-00-0388, C09,,,,,,,,
000503-00-0390, C09,,,,,,,,
000503-00-0408, C09,C08,C01,C05,C04,C03,C06,C07,C02
000503-00-0424, C09,C04,C05,,,,,,
000503-00-0456, C09,C03,C06,C07,,,,,
000503-00-0474, C09,C08,C02,C04,C03,C05,C06,C07,C01
000503-00-0485, C09,C08,C03,,,,,,
000503-00-0495, C09,C08,C05,C04,C03,,,,
000503-00-0498, C09,C03,C06,C07,,,,,
000503-00-0505, C09,C08,C04,,,,,,
000503-00-0507, C09,C01,C04,,,,,,
000503-00-0511, C09,C04,C05,,,,,,
000503-00-0513, C09,C08,C05,C01,C04,,,,
000503-00-0517, C09,C02,,,,,,,
000503-00-0521, C09,,,,,,,,
000503-00-0524, C09,C04,C08,,,,,,
000503-00-0525, C09,C01,,,,,,,
000503-00-0526, C09,C01,C06,C04,C02,C08,,,
000503-00-0536, C09,C08,C02,,,,,,
000503-00-0537, C09,C06,C08,C01,C05,C02,C07,C03,C04
000503-00-0541, C09,C08,,,,,,,
000503-00-0547, C09,C08,,,,,,,
000503-00-0566, C09,,,,,,,,
000503-00-0576, C09,C08,,,,,,,
000503-00-0580, C09,C08,,,,,,,
000503-00-0583, C09,C08,C07,C04,C05,,,,
000503-00-0584, C09,C08,C04,C03,,,,,
000503-00-0607, C09,C04,C07,C08,,,,,
000503-00-0630, C09,C08,C05,C04,,,,,
000503-00-0651, C09,C05,C01,C03,C08,C04,C02,,
000503-00-0665, C09,C08,C04,,,,,,
000503-00-0671, C09,C08,C05,C04,C02,C01,C03,C06,C07
000503-00-0676, C09,C08,C04,,,,,,
000503-00-0705, C09,C02,C05,C01,C07,,,,
000503-00-0707, C09,C08,C03,C04,C05,C01,,,
000503-00-0752, C09,C08,,,,,,,
000503-00-0755, C09,C08,,,,,,,
000503-00-0775, C09,,,,,,,,
000503-00-0780, C09,C08,C04,C05,,,,,
000503-00-0782, C09,C08,C06,C05,C02,C04,C03,C01,C07
000503-00-0797, C09,C04,C08,,,,,,
000503-00-0806, C09,C04,C05,,,,,,
000503-00-0809, C09,C05,,,,,,,
000503-00-0811, C09,C03,C08,,,,,,
000503-00-0816, C09,C05,C04,C03,C07,C01,C08,,
000503-00-0821, C09,C04,C08,,,,,,
000503-00-0822, C09,C08,C05,,,,,,
000503-00-0825, C09,C08,C07,,,,,,
000503-00-0827, C09,C08,C05,C04,C02,,,,
000503-00-0831, C09,C08,C04,C02,C05,,,,
000503-00-0834, C09,C04,C03,C06,C07,,,,
000503-00-0838, C09,C08,,,,,,,
000503-00-0841, C09,C02,C06,C03,C08,C05,C07,C01,C04
000503-00-0843, C09,C08,C04,,,,,,
000503-00-0861, C09,C03,C06,C07,,,,,
000503-00-0875, C09,C08,,,,,,,
000503-00-0878, C09,,,,,,,,
000503-00-0890, C09,C08,,,,,,,
000503-00-0900, C09,C03,C04,C05,C07,,,,
000503-00-0926, C09,,,,,,,,
000503-00-0927, C09,C04,C08,,,,,,
000503-00-0933, C09,C08,C01,C04,,,,,
000503-00-0935, C09,C08,C03,,,,,,
000503-00-0939, C09,C03,C08,,,,,,
000503-00-0945, C09,C08,C05,C04,C03,,,,
000503-00-0950, C09,C07,C08,,,,,,
000503-00-0964, C09,C08,C04,C03,C01,,,,
000503-00-0982, C09,C08,C07,,,,,,
000503-00-1006, C09,C08,C04,,,,,,
000503-00-1009, C09,C08,C04,,,,,,
000503-00-1031, C09,C08,,,,,,,
000503-00-1033, C09,C02,C04,C05,C08,,,,
000503-00-1040, C09,C04,C08,C03,C02,C01,C06,C07,C05
000503-00-1087, C09,C08,C06,C05,C04,C02,C07,C03,C01
000503-00-1102, C09,C03,C06,C07,C08,C05,C04,C02,C01
000503-00-1107, C09,C08,C07,C04,C05,C02,,,
000503-00-1110, C09,,,,,,,,
000503-00-1119, C09,C05,C08,C01,C07,C04,,,
000503-00-1125, C09,C08,C05,C04,,,,,
000503-00-1153, C09,C04,C07,C01,C08,C05,C03,C06,C02
000503-00-1156, C09,C03,C08,,,,,,
000503-00-1159, C09,C04,C05,,,,,,
000503-00-1165, C09,,,,,,,,
000503-00-0151, C09,C03,C04,WI01,,,,,
000503-00-0152, C09,C08,C04,C05,WI01,,,,
001001-00-0016, C09,C05,C07,C06,C08,C01,C02,C04,C03
001001-00-0055, C09,C05,,,,,,,
001001-00-0062, C09,C08,C01,C02,C03,C05,C07,C04,C06
001001-00-0073, C09,C04,C07,,,,,,
001001-00-0076, C09,C05,C02,C04,,,,,
001001-00-0096, C09,C08,C05,C07,,,,,
001001-00-0110, C09,C08,C05,,,,,,
001001-00-0112, C09,C05,C08,C04,C06,C01,C03,C02,
001001-00-0116, C09,C05,,,,,,,
001001-00-0172, C09,C05,C02,C01,C06,C04,C07,C03,C08
001001-00-0174, C09,,,,,,,,
001001-00-0177, C09,,,,,,,,
001001-00-0179, C09,C04,C05,C01,C02,,,,
001001-00-0198, C09,C08,,,,,,,
001001-00-0220, C09,C05,C01,C08,,,,,
001001-00-0229, C09,C08,C05,,,,,,
001001-00-0230, C09,C08,C04,C07,,,,,
001001-00-0231, C09,C08,C04,C03,,,,,
001001-00-0282, C09,C03,C06,C07,C02,C04,C05,C08,C01
001001-00-0324, C09,C08,C05,C04,C07,,,,
001001-00-0355, C09,C08,C05,,,,,,
001001-00-0365, C09,C08,C07,,,,,,
001001-00-0368, C09,C08,C05,C04,,,,,
001001-00-0372, C09,,,,,,,,
001001-00-0375, C09,C07,C04,C05,C08,,,,
001001-00-0378, C09,C04,C05,C08,C07,,,,
001001-00-0384, C09,C08,C03,C05,C07,,,,
001001-00-0428, C09,C07,,,,,,,
001001-00-0429, C09,C08,C05,C03,C04,,,,
001001-00-0439, C09,C05,C08,C06,C01,C02,C03,C04,C07
001001-00-0452, C09,C08,C01,C04,C05,,,,
001001-00-0485, C09,C07,,,,,,,
001001-00-0489, C09,C08,C03,C04,,,,,
001001-00-0515, C09,C04,C03,C05,C02,C07,,,
001001-00-0542, C09,C08,C05,C03,,,,,
001001-00-0567, C09,C08,C07,C04,C05,,,,
001001-00-0572, C09,C08,C04,,,,,,
001001-00-0581, C09,C08,C02,C04,C05,C03,C07,C06,C01
001001-00-0612, C09,C08,,,,,,,
001001-00-0618, C09,C04,C05,C07,C03,C08,,,
001001-00-0619, C09,C04,C05,C06,,,,,
001001-00-0633, C09,C06,C03,C07,C08,C01,C02,C05,C04
001001-00-0650, C09,C08,C07,C01,C04,C05,C02,,
001001-00-0673, C09,C03,,,,,,,
001001-00-0717, C09,C08,,,,,,,
001001-00-0723, C09,C04,,,,,,,
001001-00-0724, C09,C04,C06,C03,C05,C08,C02,,
001001-00-0728, C09,C08,C04,,,,,,
001001-00-0730, C09,C04,C08,C02,,,,,
001001-00-0732, C09,C04,C08,C02,,,,,
001001-00-0738, C09,C04,C05,C08,C03,C02,C01,C07,C06
001001-00-0759, C09,C05,C01,C07,C04,C02,,,
001001-00-0763, C09,C02,C05,C08,,,,,
001001-00-0773, C09,C02,C05,C08,,,,,
001001-00-0776, C09,C04,C05,C07,C03,C08,,,
001001-00-0787, C09,C05,C08,,,,,,
001001-00-0802, C09,C03,C08,C02,C01,,,,
001001-00-0827, C09,C08,C05,,,,,,
001001-00-0840, C09,C05,C08,C07,,,,,
001001-00-0856, C09,C04,C05,C08,C03,,,,
001001-00-0870, C09,,,,,,,,
001001-00-0879, C09,C08,C03,C05,C01,C02,C04,,
001001-00-0899, C09,C01,C08,,,,,,
001001-00-0911, C09,C08,C05,C01,C02,C03,C04,,
001001-00-0930, C09,C02,C05,,,,,,
001001-00-0953, C09,C05,C07,,,,,,
001001-00-0957, C09,C05,C01,,,,,,
001001-00-0959, C09,C04,,,,,,,
001001-00-0988, C09,C06,C03,,,,,,
001001-00-0996, C09,C05,C08,,,,,,
001001-00-1000, C09,C08,,,,,,,
001001-00-1006, C09,,,,,,,,
001001-00-1011, C09,C03,C06,C07,C04,,,,
001001-00-1020, C09,C08,C04,,,,,,
001001-00-1024, C09,C08,,,,,,,
001001-00-1025, C09,,,,,,,,
001001-00-1028, C09,C05,C08,C03,,,,,
001001-00-1034, C09,C08,C05,,,,,,
001001-00-1036, C09,C08,C05,,,,,,
001001-00-1044, C09,C01,C08,C02,C04,C03,C05,C06,C07
001001-00-1045, C09,C05,C08,C02,C04,C03,C01,C07,C06
001001-00-1059, C09,C08,C04,,,,,,
001001-00-1066, C09,C08,C05,C07,C03,,,,
001001-00-1077, C09,C08,C05,,,,,,
001001-00-1106, C09,C01,,,,,,,
001001-00-0248, C09,C01,C05,C02,C08,C04,,,
001001-00-0261, C09,C04,,,,,,,
001001-00-0271, C09,C05,C04,C08,C03,C07,C01,C02,C06
001003-00-0018, C09,C03,C06,,,,,,
001003-00-0026, C09,,,,,,,,
001003-00-0030, C09,C05,C02,,,,,,
001003-00-0043, C09,C08,C06,C02,C04,C03,C05,C01,
001003-00-0117, C09,C05,C03,C04,C08,,,,
001003-00-0129, C09,C05,C04,C08,C07,C01,,,
001003-00-0135, C09,C01,C03,C06,C07,,,,
001003-00-0146, C09,,,,,,,,
001003-00-0150, C09,C03,C06,C07,,,,,
001003-00-0197, C09,,,,,,,,
001003-00-0202, C09,C04,C01,C05,C08,C02,,,
001003-00-0203, C09,C05,C04,C08,,,,,
001003-00-0236, C09,C08,C02,C03,C04,C05,C07,,
001003-00-0252, C09,C01,C03,C02,C08,C04,C05,,
001003-00-0257, C09,C07,C04,C03,C05,C06,C08,C01,C02
001003-00-0276, C09,C06,C07,,,,,,
001003-00-0296, C09,C08,C07,C03,C05,,,,
001003-00-0307, C09,C08,C05,,,,,,
001003-00-0328, C09,C02,C03,C06,,,,,
001003-00-0377, C09,C08,C05,C07,,,,,
001003-00-0378, C09,C08,,,,,,,
001003-00-0382, C09,C05,C04,C08,C03,,,,
001003-00-0405, C09,C05,C08,C04,,,,,
001003-00-0447, C09,C08,C04,C02,C01,C06,C03,C07,C05
001003-00-0453, C09,C05,C07,C01,,,,,
001003-00-0454, C09,C05,C03,C04,C08,,,,
001003-00-0463, C09,C07,C05,,,,,,
001003-00-0546, C09,C02,C05,C04,,,,,
001003-00-0547, C09,C04,C08,,,,,,
001003-00-0550, C09,C01,C05,C03,,,,,
001003-00-0573, C09,C03,C04,C05,C08,,,,
001003-00-0575, C09,C03,C02,C01,C04,C05,C06,C07,C08
001003-00-0589, C09,C04,C05,C06,C07,C03,C02,,
001003-00-0600, C09,C08,C04,,,,,,
001003-00-0614, C09,C05,C08,C03,C06,C04,C07,C02,C01
001003-00-0624, C09,C04,,,,,,,
001003-00-0632, C09,C08,C05,C06,C04,C02,C03,C01,
001003-00-0642, C09,C01,C04,C03,C05,C02,C08,C07,C06
001003-00-0656, C09,C05,C06,C07,C08,C03,C02,C04,C01
001003-00-0663, C09,C03,C04,C05,C08,C01,,,
000801-00-0003, C09,C02,C08,C05,,,,,
000801-00-0024, C09,,,,,,,,
000801-00-0039, C09,C08,C05,C04,C02,C01,C07,C06,
000801-00-0072, C09,C08,C05,,,,,,
000801-00-0106, C09,C03,C08,C04,,,,,
000801-00-0109, C09,,,,,,,,
000801-00-0120, C09,C08,C05,C07,,,,,
000801-00-0137, C09,C05,C08,C02,C03,C01,C04,C06,C07
000801-00-0146, C09,C04,C01,,,,,,
000801-00-0150, C09,C08,C05,,,,,,
000801-00-0152, C09,C04,C07,C03,,,,,
000801-00-0161, C09,C07,,,,,,,
000801-00-0166, C09,C08,,,,,,,
000801-00-0172, C09,C08,C07,C04,C01,,,,
000801-00-0184, C09,C07,,,,,,,
000801-00-0185, C09,C07,,,,,,,
000801-00-0198, C09,C03,C04,C05,C02,C08,,,
000801-00-0200, C09,C08,C05,C02,C07,,,,
000801-00-0208, C09,C04,C08,C03,C05,C06,,,
000801-00-0210, C09,C08,,,,,,,
000801-00-0252, C09,C08,C05,C03,,,,,
000801-00-0322, C09,C08,C04,,,,,,
000801-00-0343, C09,C07,C08,C05,C03,C02,C06,C01,C04
000801-00-0346, C09,C08,C07,C04,,,,,
000801-00-0360, C09,C08,C02,C05,C04,,,,
000801-00-0368, C09,C04,C08,C05,C06,C01,C02,C07,
000801-00-0375, C09,C07,,,,,,,
000801-00-0378, C09,C07,,,,,,,
000801-00-0384, C09,C04,,,,,,,
000801-00-0424, C09,,,,,,,,
000801-00-0432, C09,C04,C08,,,,,,
000801-00-0447, C09,C07,C08,,,,,,
000801-00-0460, C09,C07,C04,C03,C06,C01,C02,C05,C08
000801-00-0462, C09,C07,C04,,,,,,
000801-00-0468, C09,C08,C04,C02,C01,C05,C06,C07,
000801-00-0469, C09,C03,C05,C04,C07,C08,C02,C01,C06
000801-00-0476, C09,C08,C04,C03,C01,C02,C05,,
000801-00-0065, C09,WI01,,,,,,,
000201-00-0009, C09,,,,,,,,
000201-00-0018, C09,C03,C04,C05,C06,C08,,,
000201-00-0019, C09,C03,C04,C05,C07,C08,,,
000201-00-0042, C09,,,,,,,,
000201-00-0053, C09,C08,C05,C02,C04,C01,,,
000201-00-0064, C09,C05,C03,,,,,,
000201-00-0084, C09,C04,C02,C03,C05,C06,C01,C07,C08
000201-00-0118, C09,C04,C08,C05,C01,C03,C02,C06,C07
000201-00-0180, C09,C06,C01,C03,,,,,
000201-00-0204, C09,C02,C07,C03,C01,C06,C04,C08,C05
000201-00-0259, C09,C05,,,,,,,
000201-00-0261, C09,C04,,,,,,,
000201-00-0347, C09,C08,,,,,,,
000201-00-0374, C09,C03,,,,,,,
000201-00-0387, C09,C03,C08,C05,C06,C04,,,
000201-00-0465, C09,C02,C01,C08,C03,,,,
000201-00-0484, C09,C08,C03,,,,,,
000201-00-0491, C09,C06,,,,,,,
000201-00-0541, C09,C08,C05,C03,C02,C01,,,
000201-00-0543, C09,C03,,,,,,,
000201-00-0552, C09,C06,C07,,,,,,
000201-00-0558, C09,C02,C05,C04,C06,C07,C08,,
000201-00-0560, C09,C05,C08,,,,,,
000201-00-0587, C09,C03,C08,,,,,,
000201-00-0669, C09,C08,C05,C04,C03,C02,C01,C06,C07
000201-00-0709, C09,C02,C08,,,,,,
000201-00-0816, C09,,,,,,,,
000201-00-0843, C09,C08,C02,,,,,,
000201-00-0846, C09,C03,C05,C08,C04,C02,C07,C06,
001103-00-0001, C09,C08,C01,,,,,,
001103-00-0006, C09,C05,C08,C04,C03,C02,C01,,
001103-00-0007, C09,C03,C06,C07,C08,C01,C02,C04,C05
001103-00-0017, C09,C07,C02,,,,,,
001103-00-0018, C09,C05,C08,,,,,,
001103-00-0021, C09,C03,C08,C05,,,,,
001103-00-0034, C09,,,,,,,,
001103-00-0058, C09,C01,C03,C02,C04,C08,,,
001103-00-0080, C09,C04,C03,C08,C05,C01,C02,,
001103-00-0092, C09,C01,C04,C02,C05,C08,C07,C03,C06
001103-00-0097, C09,C02,C04,C06,C07,,,,
001103-00-0104, C09,C04,C05,,,,,,
