ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice,10th choice,11th choice
000903-00-1226, C07,C09,C02,C10,C03,C06,C11,C01,C04,C05,C08
000903-00-1228, C10,C11,,,,,,,,,
000903-00-1229, C06,C03,C10,C07,,,,,,,
000903-00-1231, C06,C07,C02,,,,,,,,
000903-00-1232, C06,C02,C09,C07,C03,,,,,,
000903-00-1236, C10,,,,,,,,,,
000903-00-1238, C10,,,,,,,,,,
000903-00-1240, C07,C09,C03,C05,C01,C11,,,,,
000903-00-1243, C08,C02,C05,C01,C10,C11,C03,C09,C06,C07,C04
000903-00-1246, C07,C10,C09,,,,,,,,
000903-00-1247, C07,C10,,,,,,,,,
000903-00-1250, C10,C09,,,,,,,,,
000903-00-1251, C05,C02,C09,C10,C01,,,,,,
000903-00-1254, C09,C06,C10,,,,,,,,
000903-00-1256, C02,C06,C10,,,,,,,,
000903-00-1257, C07,C10,C08,C05,C01,C11,C02,C04,C03,C06,
000903-00-1260, C03,C06,,,,,,,,,
000903-00-1262, C06,C10,C03,,,,,,,,
000903-00-1264, C05,C02,C10,,,,,,,,
000903-00-1265, C09,C10,C03,C07,C06,C02,,,,,
000903-00-1267, C02,C10,C05,C03,,,,,,,
000903-00-1269, C11,C01,C09,C08,C02,C04,C03,C06,C05,C07,
000903-00-1272, C11,C01,C02,C04,C05,C08,,,,,
000903-00-1274, C11,,,,,,,,,,
000903-00-1276, C06,C10,C09,,,,,,,,
000903-00-1278, C01,C04,C02,C08,C07,C05,C03,C10,C11,C09,
000903-00-1280, C09,C10,C05,C03,C07,,,,,,
000903-00-1282, C10,C03,C09,C07,,,,,,,
000903-00-1283, C05,C02,C01,C03,C07,C10,C11,C08,C06,C09,C04
000903-00-1285, C10,C08,C03,C09,C07,,,,,,
000903-00-1288, C10,C02,C03,,,,,,,,
000903-00-1290, C07,,,,,,,,,,
000903-00-1292, C02,C10,C08,C03,C07,,,,,,
000903-00-1293, C03,C09,C06,C08,C05,C10,,,,,
000903-00-1296, C10,C09,C06,C11,,,,,,,
000903-00-1298, C09,C10,C03,,,,,,,,
000903-00-1299, C11,C04,C08,,,,,,,,
000903-00-1303, C02,C03,C07,C10,C08,C11,,,,,
000903-00-1305, C08,C11,C01,C02,C04,C05,,,,,
000903-00-1307, C10,C02,C09,C07,C06,C08,C05,C04,C01,C03,
000903-00-1308, C10,C05,C02,C11,C06,,,,,,
000903-00-1311, C10,C05,,,,,,,,,
000903-00-1312, C06,,,,,,,,,,
000903-00-1315, C10,C09,C07,,,,,,,,
000903-00-1317, C02,C10,C08,C01,C05,C04,,,,,
000903-00-1319, C03,C04,C07,C08,C09,C10,,,,,
000903-00-1320, C06,C02,,,,,,,,,
000903-00-1322, C06,C01,C10,C02,C08,,,,,,
000903-00-1325, C10,C02,C04,C05,C09,C11,,,,,
000903-00-1326, C06,C02,,,,,,,,,
000903-00-1329, C07,,,,,,,,,,
000903-00-1331, C02,C03,C05,,,,,,,,
000903-00-1333, C05,C02,C08,C01,C11,,,,,,
000903-00-1335, C05,C01,C09,C03,C10,,,,,,
000903-00-1336, C09,C10,C03,C04,,,,,,,
000903-00-1338, C03,C06,C10,,,,,,,,
000903-00-1341, C10,C03,C09,,,,,,,,
000903-00-1342, C10,C02,C05,C04,C09,C01,C03,C08,,,
000903-00-1345, C02,C11,C07,C06,C08,C04,C05,,,,
000903-00-1349, C01,C10,C09,C03,C07,C06,,,,,
000903-00-1350, C10,C05,C02,,,,,,,,
000903-00-1353, C06,C05,,,,,,,,,
000903-00-1355, C06,C10,C11,C09,C02,,,,,,
000903-00-1356, C06,C11,C10,C02,C09,C07,C03,,,,
000903-00-1358, C10,C03,C09,C02,C07,C06,,,,,
000903-00-1360, C09,,,,,,,,,,
000903-00-1361, C05,C01,C02,C04,C09,C10,,,,,
000903-00-1363, C11,,,,,,,,,,
000903-00-1366, C10,C05,,,,,,,,,
000903-00-1367, C03,C10,,,,,,,,,
000903-00-1370, C10,C07,C03,,,,,,,,
000903-00-1373, C11,C09,C07,,,,,,,,
000903-00-1375, C06,C07,C09,C03,,,,,,,
000903-00-1377, C02,C09,C06,C03,C10,,,,,,
000903-00-1379, C02,C03,C06,C01,C07,,,,,,
000903-00-1380, C06,C10,C09,C03,C07,,,,,,
000903-00-1383, C10,C09,,,,,,,,,
000903-00-1385, C07,,,,,,,,,,
000903-00-1386, C02,C01,C10,C09,C06,,,,,,
000903-00-1389, C09,C01,,,,,,,,,
000903-00-1391, C06,C02,C10,,,,,,,,
000903-00-1393, C02,,,,,,,,,,
000903-00-1395, C06,C07,C10,C02,,,,,,,
000903-00-1396, C10,,,,,,,,,,
000903-00-1397, C10,,,,,,,,,,
000903-00-1400, C11,C06,C01,,,,,,,,
000903-00-1402, C03,,,,,,,,,,
000903-00-1405, C02,C07,C08,,,,,,,,
000903-00-1406, C10,,,,,,,,,,
000903-00-1409, C09,C02,,,,,,,,,
000903-00-1410, C07,,,,,,,,,,
000903-00-1413, C06,C04,,,,,,,,,
000903-00-1415, C10,C01,,,,,,,,,
000903-00-1417, C10,,,,,,,,,,
000903-00-1419, C09,C10,C11,C01,C02,,,,,,
000903-00-1420, C02,C06,,,,,,,,,
000903-00-1423, C02,C10,,,,,,,,,
000903-00-1425, C09,C10,C05,C01,,,,,,,
000903-00-1427, C06,C07,C09,C10,C03,C02,C04,,,,
000903-00-1430, C04,C09,,,,,,,,,
000903-00-1433, C06,C07,C10,C09,C03,,,,,,
000903-00-1434, C02,C10,C03,C06,,,,,,,
000903-00-1437, C03,C10,C09,C01,C07,,,,,,
000903-00-1438, C05,C10,C02,,,,,,,,
000903-00-1440, C06,C05,,,,,,,,,
000903-00-1443, C10,C03,C07,C02,C01,,,,,,
000903-00-1444, C06,C05,C10,C07,C03,C09,C11,,,,
000903-00-1446, C01,C08,,,,,,,,,
000903-00-1448, C01,C08,,,,,,,,,
000903-00-1450, C03,C07,C09,C10,C06,,,,,,
000903-00-1452, C05,C10,C11,C06,C04,,,,,,
000903-00-1454, C06,C05,C07,C10,,,,,,,
000903-00-1456, C02,C05,C03,,,,,,,,
000903-00-1457, C03,C07,C10,C09,C04,C01,C02,C11,C05,C06,C08
000903-00-1460, C05,C06,C10,C09,C07,C03,C02,C11,,,
000903-00-1463, C02,C08,,,,,,,,,
000903-00-1465, C09,C10,C06,C03,C07,C01,C08,C11,C02,C05,C04
000903-00-1467, C06,C10,C02,C07,C09,C05,,,,,
000903-00-1469, C07,C10,C09,,,,,,,,
000903-00-1470, C04,C05,C02,C03,C06,,,,,,
000903-00-1473, C05,C02,C03,C06,,,,,,,
000903-00-1475, C03,,,,,,,,,,
000903-00-1477, C09,C02,C10,C01,,,,,,,
000903-00-1479, C07,C09,,,,,,,,,
000903-00-1481, C09,C08,C07,C05,C04,C03,C02,C01,,,
000903-00-1483, C03,C09,C10,C06,C02,C07,,,,,
000903-00-1485, C03,C11,C02,C07,,,,,,,
000903-00-1487, C09,,,,,,,,,,
000903-00-1489, C07,C08,C10,C04,,,,,,,
000903-00-1491, C10,,,,,,,,,,
000903-00-1493, C10,,,,,,,,,,
000903-00-1495, C06,C11,,,,,,,,,
000903-00-1496, C09,C11,C01,,,,,,,,
000903-00-1498, C04,C05,C09,C07,C02,C10,,,,,
000903-00-1501, C03,C11,C07,,,,,,,,
000903-00-1503, C10,C09,C07,C08,C06,C02,C03,C05,C04,C11,C01
000903-00-1504, C02,C05,C10,C04,C09,C11,,,,,
000903-00-1506, C01,C05,C02,,,,,,,,
000903-00-1510, C07,C10,C09,,,,,,,,
000903-00-1512, C09,C05,C02,C10,C01,,,,,,
000903-00-1514, C06,C02,C08,,,,,,,,
000903-00-1516, C10,C09,C03,,,,,,,,
000903-00-1518, C01,C05,C08,C09,C07,,,,,,
000903-00-1521, C10,C09,C03,,,,,,,,
000903-00-1522, C07,C10,C06,C03,,,,,,,
000903-00-1525, C11,C07,,,,,,,,,
000903-00-1527, C07,C11,C09,,,,,,,,
000903-00-1529, C04,C08,C01,,,,,,,,
000903-00-1530, C02,C03,C10,C09,,,,,,,
000903-00-1533, C05,C10,C02,,,,,,,,
000903-00-1535, C07,C06,C09,C10,,,,,,,
000903-00-1536, C07,C10,C02,C06,C01,C09,,,,,
000903-00-1539, C06,C10,,,,,,,,,
000903-00-1540, C01,C03,C06,C09,C10,,,,,,
000903-00-1543, C02,C10,,,,,,,,,
000903-00-1546, C02,C06,C10,,,,,,,,
000903-00-1548, C02,C10,C09,C03,C11,,,,,,
000903-00-1549, C09,C07,C06,C03,C05,,,,,,
000903-00-1550, C07,,,,,,,,,,
000903-00-1552, C07,C06,C10,,,,,,,,
000903-00-1554, C10,C06,C07,C01,C03,,,,,,
000903-00-1555, C09,,,,,,,,,,
000903-00-1558, C02,C04,C05,C07,C08,C10,C11,,,,
000903-00-1560, C02,C03,C10,C09,C08,C11,,,,,
000903-00-1561, C10,C05,C11,C09,C07,,,,,,
000903-00-1565, C06,C03,C01,C07,,,,,,,
000903-00-1566, C09,C10,C03,C02,,,,,,,
000903-00-0001,,,,,,,,,,,
000903-00-0002,,,,,,,,,,,
000903-00-0003,,,,,,,,,,,
000903-00-0004,,,,,,,,,,,
000903-00-0005,,,,,,,,,,,
000903-00-0006,,,,,,,,,,,
000903-00-0007,,,,,,,,,,,
000903-00-0008,,,,,,,,,,,
000903-00-0009,,,,,,,,,,,
000903-00-0010,,,,,,,,,,,
000903-00-0011,,,,,,,,,,,
000903-00-0012,,,,,,,,,,,
000903-00-0013,,,,,,,,,,,
000903-00-0014,,,,,,,,,,,
000903-00-0015,,,,,,,,,,,
000903-00-0016,,,,,,,,,,,
000903-00-0017,,,,,,,,,,,
000903-00-0018,,,,,,,,,,,
000903-00-0061, C06,C10,C03,C05,C09,,,,,,
000903-00-0062, C10,C09,C07,C06,C03,,,,,,
000903-00-0063, C06,C05,C09,,,,,,,,
000903-00-0064, C10,C06,,,,,,,,,
000903-00-0065, C10,C09,C02,,,,,,,,
000903-00-0066, C06,,,,,,,,,,
000903-00-0067, C11,C08,C01,C02,,,,,,,
000903-00-0068, C11,,,,,,,,,,
000903-00-0069, WI01,C07,C10,,,,,,,,
000903-00-0070, C10,WI01,C11,,,,,,,,
000903-00-0071, C04,C07,C03,C01,C08,C10,WI01,C05,C11,C09,C06
000903-00-0072, C06,,,,,,,,,,
000903-00-0073, C07,C09,C10,,,,,,,,
000903-00-0074, C03,C07,,,,,,,,,
000903-00-0075, C06,,,,,,,,,,
000903-00-0076, C07,C01,C05,,,,,,,,
000903-00-0077, C06,C03,C07,,,,,,,,
000903-00-0078, C06,C07,,,,,,,,,
000903-00-0079, C10,C02,C03,,,,,,,,
000903-00-0080, C03=C04=C05=C11,C07=C08=C09,C02=C06,C10,,,,,,,
000903-00-0081, C06,C07,,,,,,,,,
000903-00-0082, C03,C07,,,,,,,,,
000903-00-0083, C05,C07,C11,C01,C02,C03,C10,C09,C04,C08,C06
000903-00-0084, C06,,,,,,,,,,
000903-00-0085, WI01,C03,C10,,,,,,,,
000903-00-0086, WI01,,,,,,,,,,
000903-00-0087, WI01,,,,,,,,,,
000903-00-0088, C02,C10,C09,C08,C05,,,,,,
000903-00-0089, C10,,,,,,,,,,
000903-00-0090, C06,C07,,,,,,,,,
000903-00-0091, C06,C11,C01,C02,C04,,,,,,
000903-00-0092, C06,C07,C10,C11,WI01,,,,,,
000903-00-0093, C06,C07,C10,C09,C03,C02,C01,C11,C08,C05,C04
000903-00-0094, C08,C03,C05,C04,C07,C10,C11,C01,C02,WI03,WI06
000903-00-0095, C10,C11,C03,C06,C09,,,,,,
000903-00-0096, C07,C03,C02,C11,C04,WI01,WI02,,,,
000903-00-0097, C07,C03,C10,C09,C06,,,,,,
000903-00-0098,,,,,,,,,,,
000903-00-0099,,,,,,,,,,,
000903-00-0100,,,,,,,,,,,
000903-00-0006, C06,C10,C11,C02,C03,C07,C09,C04,,,
001102-00-0003, C06,C07,C10,C03,C05,C09,,,,,
001102-00-0005, C03,,,,,,,,,,
001102-00-0006, C03,C10,,,,,,,,,
001102-00-0009, C06,C07,,,,,,,,,
001102-00-0011, C01,C07,C09,C02,C06,C08,,,,,
001102-00-0013, C05,C02,C01,,,,,,,,
001102-00-0015, C02,C01,C05,,,,,,,,
001102-00-0016, C03,C01,C07,,,,,,,,
001102-00-0019, C10,C08,C02,C07,C04,C11,C06,,,,
001102-00-0020, C05,C03,C07,C11,C01,,,,,,
001102-00-0022, C04,C07,C03,,,,,,,,
001102-00-0025, C06,,,,,,,,,,
001102-00-0026, C07,C03,C04,,,,,,,,
001102-00-0029, C04,C07,,,,,,,,,
001102-00-0030, C04,C01,C05,,,,,,,,
001102-00-0033, C06,C04,C03,,,,,,,,
001102-00-0035, C09,C05,C10,C02,C03,C08,C11,C01,C04,C06,C07
001102-00-0037, C05,C03,C10,,,,,,,,
001102-00-0038, C06,C09,,,,,,,,,
001102-00-0041, C09,C05,,,,,,,,,
001102-00-0042, C03,C01,C07,C11,C09,C10,,,,,
001102-00-0044, C01,C03,C10,C05,,,,,,,
001102-00-0046, C09,,,,,,,,,,
001102-00-0048, C06,C07,C09,C10,C03,,,,,,
001102-00-0049, C10,C09,,,,,,,,,
001102-00-0052, C01,C03,C02,C07,C06,C10,,,,,
001102-00-0054, C09,C05,C01,,,,,,,,
001102-00-0056, C03,C05,C02,C04,C06,C07,C01,,,,
001102-00-0058, C01,C04,,,,,,,,,
001102-00-0060, C01,C04,,,,,,,,,
001102-00-0061, C01,C03,C02,C07,C06,C10,,,,,
001102-00-0063, C06,C07,C09,C10,C11,C03,,,,,
001102-00-0065, C01,C11,C02,C03,C10,,,,,,
001102-00-0068, C04,,,,,,,,,,
001102-00-0069, C09,C03,C10,C07,C01,C11,C05,,,,
001102-00-0071, C03,C10,,,,,,,,,
001102-00-0074, C06,C01,C09,C10,C11,C03,,,,,
001102-00-0076, C03,C11,C01,C04,,,,,,,
001102-00-0077, C03,C06,C07,,,,,,,,
001102-00-0080, C06,C09,C10,,,,,,,,
001102-00-0081, C06,C07,C03,C09,,,,,,,
001102-00-0083, C03,C10,C07,C01,C09,C02,C04,,,,
001102-00-0085, C10,C05,C03,C02,C09,C01,,,,,
001102-00-0088, C01,C07,C03,C10,C06,C04,C05,,,,
001102-00-0090, C03,C01,C07,,,,,,,,
001102-00-0092, C06,C07,C11,,,,,,,,
001102-00-0094, C04,C01,C06,C07,C09,C10,C03,,,,
001102-00-0096, C01,,,,,,,,,,
001102-00-0098, C07,C02,C03,C01,C11,C10,C09,C08,C04,C05,C06
001102-00-0100, C03,,,,,,,,,,
001102-00-0101, C10,C04,,,,,,,,,
001102-00-0103, C11,C10,C03,C06,C01,,,,,,
001102-00-0106, C10,C01,C02,C04,C05,,,,,,
001102-00-0107, C01,C04,C05,,,,,,,,
001102-00-0109, C05,C02,C10,C01,C08,C04,C03,C11,C06,C07,C09
001102-00-0112, C06,,,,,,,,,,
001102-00-0114, C06,,,,,,,,,,
001102-00-0115, C04,C03,,,,,,,,,
001102-00-0117, C05,C06,C03,C09,C11,C07,,,,,
001102-00-0120, C06,C10,C11,,,,,,,,
001102-00-0121, C11,C02,C06,,,,,,,,
001102-00-0123, C10,C01,C11,C06,C03,C02,C09,,,,
001102-00-0125, C09,C01,C05,C03,C10,,,,,,
001102-00-0128, C04,C05,C02,C10,C03,,,,,,
001102-00-0129, C03,C09,C10,,,,,,,,
001102-00-0132, C09,C10,C01,,,,,,,,
001102-00-0134, C09,C11,,,,,,,,,
001102-00-0135, C02,C10,C07,C03,,,,,,,
001102-00-0137, C06,,,,,,,,,,
001102-00-0139, C01,C05,C10,C04,C06,C07,,,,,
001102-00-0142, C01,C05,C09,C10,C04,C03,C11,C06,,,
001102-00-0143, C09,C01,C03,C10,C05,C06,C07,C04,C02,C11,C08
001102-00-0146, C06,C03,C09,C10,C07,,,,,,
001102-00-0148, C10,C01,C03,C02,C04,C06,C09,,,,
001102-00-0150, C10,C01,,,,,,,,,
001102-00-0152, C01,C11,,,,,,,,,
001102-00-0154, C05,C01,C11,C09,C02,C03,C10,C06,,,
001102-00-0157, C07,C11,,,,,,,,,
001102-00-0158, C11,C01,C03,,,,,,,,
001102-00-0160, C06,C01,C09,C07,,,,,,,
001102-00-0162, C01,C07,C06,C03,,,,,,,
001102-00-0164, C01,C03,C07,,,,,,,,
001102-00-0166, C03,C05,,,,,,,,,
001102-00-0168, C06,C01,C05,,,,,,,,
001102-00-0170, C03,C06,C01,C07,C09,C11,,,,,
001102-00-0171, C01,C05,C03,C10,C07,C06,,,,,
001102-00-0175, C01,C05,C10,C09,C02,C07,C08,C11,C04,,
001102-00-0176, C02,C04,,,,,,,,,
001102-00-0178, C01,C04,,,,,,,,,
001102-00-0179, C10,C09,,,,,,,,,
001102-00-0181, C06,C01,C03,,,,,,,,
001102-00-0184, C06,C07,C10,,,,,,,,
001102-00-0186, C03,C09,C07,C11,C05,C06,,,,,
001102-00-0188, C04,,,,,,,,,,
001102-00-0190, C10,C01,C07,C03,C06,C09,,,,,
001102-00-0192, C05,C06,C08,C01,C07,C09,C11,C02,C03,C10,
001102-00-0193, C11,C05,C10,C09,,,,,,,
001102-00-0195, C10,C06,C09,C04,C01,C05,,,,,
001102-00-0196, C03,C02,C09,,,,,,,,
001102-00-0200, C01,C10,,,,,,,,,
001102-00-0201, C06,C01,C03,,,,,,,,
001102-00-0204, C01,C04,,,,,,,,,
001102-00-0205, C01,C03,C05,C11,C06,,,,,,
001102-00-0207, C05,C10,C06,,,,,,,,
001102-00-0210, C04,C01,C02,C07,C09,C11,,,,,
001102-00-0212, C01,C11,C02,C07,C03,,,,,,
001102-00-0214, C07,C03,C08,C06,C09,,,,,,
001102-00-0215, C11,C04,C10,C09,C05,,,,,,
001102-00-0217, C04,,,,,,,,,,
001102-00-0218, C11,C09,C03,C06,,,,,,,
001102-00-0221, C09,C03,C07,C06,C10,C05,,,,,
001102-00-0222, C01,C10,C09,C06,C07,,,,,,
001102-00-0225, C03,C09,C07,C06,C05,C02,C01,,,,
001102-00-0226, C10,C01,C02,,,,,,,,
001102-00-0228, C01,C09,C07,,,,,,,,
001102-00-0230, C06,,,,,,,,,,
001102-00-0232, C05,C10,C02,C01,,,,,,,
001102-00-0234, C01,C09,C08,C11,C02,C03,C07,C06,C05,C04,C10
001102-00-0237, C05,C03,C09,C10,C07,C08,C11,C01,C02,C04,C06
001102-00-0239, C03,C10,C09,C06,C07,,,,,,
001102-00-0241, C01,C02,C10,C03,C08,C06,C05,C09,C07,,
001102-00-0242, C01,C06,,,,,,,,,
001102-00-0245, C05,C03,,,,,,,,,
001102-00-0247, C10,C07,C02,C11,C03,C06,,,,,
001102-00-0248, C06,C07,,,,,,,,,
001102-00-0250, C01,C09,C03,C06,C07,C02,C05,C04,C10,C08,
001102-00-0252, C03,C05,C10,C01,,,,,,,
001102-00-0255, C10,C05,C09,C07,C03,C01,C02,,,,
001102-00-0257, C06,,,,,,,,,,
001102-00-0258, C10,C03,C07,,,,,,,,
001102-00-0261, C06,C10,C05,,,,,,,,
001102-00-0262, C03,C10,C01,C04,C09,C07,C05,C11,,,
001102-00-0264, C01,C03,C10,,,,,,,,
001102-00-0266, C05,C10,,,,,,,,,
001102-00-0267, C06,C07,,,,,,,,,
001102-00-0270, C10,C05,C04,C01,C11,,,,,,
001102-00-0272, C03,C07,C10,C02,C11,C06,C09,,,,
001102-00-0276, C03,,,,,,,,,,
001102-00-0278, C01,C09,C07,C03,,,,,,,
001102-00-0281, C01,C04,C05,C11,C03,,,,,,
001102-00-0283, C10,,,,,,,,,,
001102-00-0285, C03,C09,C10,,,,,,,,
001102-00-0286, C01,C04,C05,,,,,,,,
001102-00-0288, C02,C04,C05,C10,C11,C01,C09,,,,
001102-00-0291, C05,C06,C07,C03,C10,C09,C11,C01,C02,C04,C08
001102-00-0292, C02,C09,C04,,,,,,,,
001102-00-0295, C10,C01,C04,C07,C05,,,,,,
001102-00-0296, C07,C06,C01,C10,C03,C09,C08,C05,C02,C04,C11
001102-00-0298, C10,C01,C03,C05,C02,C09,,,,,
001102-00-0300, C01,C11,C10,C03,C06,,,,,,
001102-00-0302, C01,C05,C03,C09,C11,C06,C08,C02,,,
001102-00-0304, C01,C02,C05,,,,,,,,
001102-00-0306, C04,,,,,,,,,,
001102-00-0307, C03,C05,C07,,,,,,,,
001102-00-0311, C11,C01,C05,C07,C09,,,,,,
001102-00-0312, C10,C03,C07,,,,,,,,
001102-00-0315, C10,C09,C04,C02,,,,,,,
001102-00-0317, C01,C09,C10,C05,C08,C02,C11,C03,C07,C04,C06
001102-00-0319, C10,C05,C09,C02,C06,C04,C11,C01,C03,C08,C07
001102-00-0320, C01,C09,,,,,,,,,
001102-00-0322, C01,C03,C10,,,,,,,,
001102-00-0324, C05,,,,,,,,,,
001102-00-0326, C01,C07,C08,C09,,,,,,,
001102-00-0329, C01,C09,C07,C11,C08,,,,,,
001102-00-0330, C10,C01,C09,C04,C05,,,,,,
001102-00-0333, C02,C10,C01,C11,,,,,,,
001102-00-0335, C07,,,,,,,,,,
001102-00-0337, C10,C01,C09,C04,C05,,,,,,
001102-00-0340, C01,C10,C09,C07,C06,C03,,,,,
001102-00-0342, C05,C09,C01,C10,C03,,,,,,
001102-00-0343, C10,C09,C03,,,,,,,,
001102-00-0346, C10,C01,C05,,,,,,,,
001102-00-0347, C01,C02,C11,,,,,,,,
001102-00-0350, C10,C03,C05,C01,C02,,,,,,
001102-00-0352, C01,C05,C10,C07,C02,C09,,,,,
001102-00-0355, C06,C05,C10,C09,C01,C04,C08,C02,C11,C03,C07
001102-00-0357, C11,C10,C03,C07,C01,C06,C09,C05,C04,C02,C08
001102-00-0359, C10,C01,C05,C02,C09,C04,C06,C07,,,
001102-00-0361, C01,C02,C04,C10,C09,C08,C11,C05,C03,C07,C06
001102-00-0362, C01,C05,C10,C07,C02,C09,,,,,
001102-00-0365, C07,C06,,,,,,,,,
001102-00-0367, C07,C03,,,,,,,,,
001102-00-0369, C03,,,,,,,,,,
001102-00-0371, C04,,,,,,,,,,
001102-00-0372, C02,C05,C01,,,,,,,,
001102-00-0375, C05,C10,C01,C03,,,,,,,
001102-00-0376, C01,C09,,,,,,,,,
001102-00-0378, C02,C10,C04,C05,C09,,,,,,
001102-00-0379, C01,C07,C03,,,,,,,,
001102-00-0381, C01,C10,C02,C05,C09,C03,C11,,,,
001102-00-0384, C03,C05,C10,,,,,,,,
001102-00-0386, C09,,,,,,,,,,
001102-00-0388, C02,C10,C04,,,,,,,,
001102-00-0389, C02,C10,,,,,,,,,
001102-00-0392, C02,C10,,,,,,,,,
001102-00-0394, C02,C10,,,,,,,,,
001102-00-0395, C05,C10,C06,C07,,,,,,,
001102-00-0397, C05,,,,,,,,,,
001102-00-0400, C03,,,,,,,,,,
001102-00-0402, C03,,,,,,,,,,
001102-00-0404, C10,C03,C06,C09,C07,,,,,,
001102-00-0406, C03,,,,,,,,,,
001102-00-0408, C01,C09,C10,,,,,,,,
001102-00-0409, C01,C04,C05,C06,C07,C09,,,,,
001102-00-0412, C01,C04,,,,,,,,,
001102-00-0413, C07,C03,C10,C01,C09,C06,,,,,
001102-00-0415, C03,C09,C06,,,,,,,,
001102-00-0418, C06,,,,,,,,,,
001102-00-0420, C11,C05,C03,C02,,,,,,,
001102-00-0421, C01,C05,C09,,,,,,,,
001102-00-0424, C05,C11,C03,,,,,,,,
001102-00-0426, C03,C09,C01,,,,,,,,
001102-00-0428, C01,,,,,,,,,,
001102-00-0430, C06,C09,C10,C03,,,,,,,
001102-00-0431, C09,C05,C06,C01,C08,C11,C03,C07,C04,C02,C10
001102-00-0433, C06,C01,C07,C08,C03,,,,,,
001102-00-0436, C06,C09,C05,C01,,,,,,,
001102-00-0437, C11,C02,C05,C08,,,,,,,
001102-00-0439, C10,,,,,,,,,,
001102-00-0442, C01,C03,C09,C10,C07,,,,,,
001102-00-0444, C06,,,,,,,,,,
001102-00-0445, C07,,,,,,,,,,
001102-00-0449, C05,C10,C03,C11,C07,,,,,,
001102-00-0451, C10,,,,,,,,,,
001102-00-0454, C05,C10,C09,,,,,,,,
001102-00-0455, C01,C07,C08,C05,C09,C10,,,,,
001102-00-0458, C05,C01,C10,,,,,,,,
001102-00-0459, C01,C09,C06,,,,,,,,
001102-00-0463, C05,C03,,,,,,,,,
001102-00-0464, C06,C03,C09,,,,,,,,
001102-00-0466, C01,C03,,,,,,,,,
001102-00-0469, C04,C03,C06,C10,C01,C11,,,,,
001102-00-0471, C06,C03,C07,C09,C10,C01,C02,C08,C05,,
001102-00-0472, C06,C09,C03,C11,C05,C10,,,,,
001102-00-0475, C01,C09,C06,,,,,,,,
001102-00-0477, C01,C06,C07,C03,,,,,,,
001102-00-0478, C03,,,,,,,,,,
001102-00-0480, C06,C03,C01,C02,C07,C09,C11,C05,C04,C08,
001102-00-0482, C04,C10,C03,C01,C11,C06,C07,,,,
001102-00-0484, C01,C09,C06,C10,C11,C02,C03,C04,C07,C08,
001102-00-0487, C01,C05,C03,,,,,,,,
001102-00-0489, C01,C03,C05,,,,,,,,
001102-00-0490, C05,C10,C02,,,,,,,,
001102-00-0493, C10,C11,C01,,,,,,,,
001102-00-0494, C09,C01,,,,,,,,,
001102-00-0496, C01,,,,,,,,,,
001102-00-0499, C03,C10,C09,,,,,,,,
001102-00-0501, C01,C07,C09,C05,,,,,,,
001102-00-0503, C09,C01,C03,,,,,,,,
001102-00-0506, C01,C11,C09,C03,C07,,,,,,
001102-00-0507, C06,C01,C07,C09,C05,C10,,,,,
001102-00-0508, C05,,,,,,,,,,
001102-00-0511, C09,C04,C01,C11,C06,,,,,,
001102-00-0512, C11,C08,C07,,,,,,,,
001102-00-0514, C06,C03,C09,C10,C07,,,,,,
001102-00-0516, C03,C06,C01,C09,C07,C11,,,,,
001102-00-0517, C05,C10,C04,C09,C02,C03,C01,C11,,,
001102-00-0520, C10,C05,C03,C09,C01,C04,,,,,
001102-00-0522, C01,C08,C04,C10,,,,,,,
001102-00-0523, C03,C10,C09,C06,,,,,,,
001102-00-0527, C07,C04,,,,,,,,,
001102-00-0529, C01,,,,,,,,,,
001102-00-0531, C03,C09,,,,,,,,,
001102-00-0532, C05,C03,C06,,,,,,,,
001102-00-0535, C01,C03,C07,C10,C05,,,,,,
001102-00-0536, C01,C05,C10,C07,C06,C03,,,,,
001102-00-0538, C01,C07,C03,,,,,,,,
001102-00-0541, C03,C06,C07,C11,C10,C08,C09,C01,C02,C05,C04
001102-00-0542, C03,,,,,,,,,,
001102-00-0545, C05,C01,C09,C07,,,,,,,
001102-00-0546, C01,C03,C11,C05,,,,,,,
001102-00-0548, C04,,,,,,,,,,
001102-00-0552, C07,C09,,,,,,,,,
001102-00-0554, C06,,,,,,,,,,
001102-00-0556, C05,C10,C03,C06,C02,C01,C04,C07,,,
001102-00-0558, C06,C01,,,,,,,,,
001102-00-0559, C02,C04,,,,,,,,,
001102-00-0562, C01,C03,C09,C10,C06,C07,,,,,
001102-00-0563, C06,C03,C02,,,,,,,,
001102-00-0565, C07,C11,C06,,,,,,,,
001102-00-0568, C04,C08,C11,C02,C01,C09,,,,,
001102-00-0569, C01,,,,,,,,,,
001102-00-0570, C01,C10,C06,,,,,,,,
001102-00-0572, C07,C05,C01,C04,C10,C09,C03,C11,C08,,
001102-00-0577, C06,C07,,,,,,,,,
001102-00-0579, C06,,,,,,,,,,
001102-00-0581, C06,C10,,,,,,,,,
001102-00-0582, C10,C02,C05,C04,C09,C11,,,,,
001102-00-0585, C09,C07,C06,C03,C10,,,,,,
001102-00-0587, C10,C01,C02,C05,,,,,,,
001102-00-0590, C05,C02,C01,C11,C08,,,,,,
