ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice
001102-00-2337, C08,C05,,,,,,
001102-00-2341, C08,C05,C06,C02,,,,
001102-00-2368, C08,C06,C05,,,,,
001102-00-2384, C08,C02,C03,C01,C06,C05,C04,
001102-00-2412, C08,C04,C05,C01,C06,C03,C02,C07
001102-00-2416, C08,C05,C07,C02,,,,
001102-00-2509, C08,C02,C03,C01,C05,C06,,
001102-00-2524, C08,C05,,,,,,
001102-00-2598, C08,C05,C07,C06,C04,,,
001102-00-2613, C08,C07,C04,,,,,
001102-00-2618, C08,C06=C07,,,,,,
001102-00-2628, C08,,,,,,,
001102-00-2651, C08,C04,C07,C02,C01,C03,,
001102-00-2695, C08,C01,C05,,,,,
001102-00-2786, C08,C06,C05,,,,,
001102-00-2805, C08,C01,,,,,,
001102-00-2809, C08,C06,C03,C01,,,,
001102-00-0017, C08,,,,,,,
000102-00-0014, C08,,,,,,,
000102-00-0049, C08,C06,,,,,,
000102-00-0062, C08,C03,C02,C01,C07,C06,C05,C04
000102-00-0155, C08,C03,C07,,,,,
000102-00-0219, C08,C04,C07,,,,,
000102-00-0273, C08,C04,C07,,,,,
000102-00-0306, C08,C03,,,,,,
000102-00-0323, C08,C04,C07,,,,,
000102-00-0616, C08,C02,,,,,,
000102-00-0643, C08,C05,C06,C03,C07,,,
000102-00-0714, C08,C07,C04,,,,,
000102-00-0806, C08,,,,,,,
000102-00-0824, C08,C05,C06,,,,,
000102-00-0837, C08,C02,C05,,,,,
000102-00-1030, C08,C06,C04,C02,,,,
000102-00-1039, C08,C07,C04,,,,,
000102-00-1250, C08,C03,C04,,,,,
000102-00-1262, C08,C07,C04,C03,C02,,,
000102-00-1533, C08,C05,,,,,,
000102-00-1558, C08,C02,C03,C05,C07,C04,,
000102-00-1603, C08,,,,,,,
000102-00-1629, C08,C07,C02,C03,C04,C01,C05,
000102-00-1649, C08,C03,C06,C05,C01,C02,C04,C07
000102-00-1741, C08,C04,C07,,,,,
000102-00-1771, C08,C03,,,,,,
000102-00-1812, C08,,,,,,,
000102-00-1822, C08,C04,,,,,,
000102-00-1851, C08,,,,,,,
000102-00-1877, C08,,,,,,,
000102-00-1948, C08,,,,,,,
000102-00-1951, C08,,,,,,,
000901-00-0007, C08,C07,C04,,,,,
000901-00-0008, C08,C07,C04,,,,,
000901-00-0020, C08,C07,,,,,,
000901-00-0023, C08,C04,C07,,,,,
000901-00-0033, C08,C07,C04,,,,,
000901-00-0039, C08,C02,C01,C03,C07,C04,C06,C05
000901-00-0058, C08,C07,C03,C06,C05,C04,,
000901-00-0060, C08,,,,,,,
000901-00-0086, C08,C05,C06,C07,,,,
000901-00-0114, C08,,,,,,,
000901-00-0125, C08,C02,C04,C03,,,,
000901-00-0129, C08,C06,C05,,,,,
000901-00-0143, C08,C06,,,,,,
000901-00-0147, C08,C06,C07,,,,,
000901-00-0148, C08,C01,C06,,,,,
000901-00-0162, C08,C07,,,,,,
000901-00-0165, C08,,,,,,,
000901-00-0180, C08,C02,,,,,,
000901-00-0188, C08,C04,C07,C06,,,,
000901-00-0194, C08,C04,C02,C03,C07,C06,C01,C05
000901-00-0219, C08,C07,,,,,,
000901-00-0226, C08,C07,C04,,,,,
000901-00-0237, C08,C07,C04,C05,,,,
000901-00-0247, C08,C07,C05,C04,,,,
000901-00-0263, C08,C06,C05,C04,C07,,,
000901-00-0264, C08,C05,C07,C04,C06,C02,C03,
000901-00-0275, C08,,,,,,,
000901-00-0277, C08,C05,C02,C06,,,,
000901-00-0278, C08,,,,,,,
000901-00-0283, C08,C07,,,,,,
000901-00-0285, C08,C07,C04,C05,,,,
000901-00-0292, C08,C05,C06,C07,,,,
000901-00-0300, C08,C07,C05,C06,C01,C04,,
000901-00-0303, C08,,,,,,,
000901-00-0306, C08,C05,C07,C04,C06,,,
000901-00-0310, C08,C07,C04,,,,,
000901-00-0322, C08,C06,C07,C01,C05,,,
000901-00-0324, C08,C06,C01,,,,,
000901-00-0328, C08,,,,,,,
000901-00-0339, C08,C07,C04,,,,,
000901-00-0341, C08,C07,C04,,,,,
000901-00-0356, C08,C07,C06,C05,C04,,,
000901-00-0359, C08,C07,C01,C03,C04,C06,,
000901-00-0364, C08,,,,,,,
000901-00-0365, C08,C04,,,,,,
000901-00-0370, C08,C04,C07,,,,,
000901-00-0376, C08,C06,,,,,,
000901-00-0380, C08,C05,C06,C01,C07,,,
000901-00-0382, C08,C06,C07,C03,C01,C04,C05,C02
000901-00-0395, C08,C04,C07,,,,,
000901-00-0404, C08,C07,C03,C02,C01,C04,C05,C06
000901-00-0414, C08,C04,C07,C05,,,,
000901-00-0417, C08,C03,C05,C07,C02,C04,,
000901-00-0418, C08,,,,,,,
000901-00-0421, C08,C04,C07,C05,C06,,,
000901-00-0425, C08,C05,,,,,,
000901-00-0431, C08,,,,,,,
000901-00-0434, C08,C07,C04,,,,,
000901-00-0439, C08,C01,,,,,,
000901-00-0456, C08,C05,C07,,,,,
000901-00-0460, C08,C02,,,,,,
000901-00-0464, C08,C06,C05,C03,,,,
000901-00-0469, C08,C07,C04,C03,C02,C01,,
000901-00-0481, C08,C04,C07,,,,,
000901-00-0486, C08,C06,C07,C02,C03,C04,C05,C01
000901-00-0495, C08,C06,C05,C07,C01,C02,C03,
000901-00-0498, C08,C07,,,,,,
000901-00-0512, C08,C07,C04,C06,C05,,,
000901-00-0533, C08,C05,C03,C06,C01,C02,,
000901-00-0536, C08,C06,,,,,,
000901-00-0537, C08,C06,C05,,,,,
000901-00-0546, C08,C06,C05,C04,C07,,,
000901-00-0553, C08,C04,C03,,,,,
000901-00-0559, C08,,,,,,,
000901-00-0573, C08,C04,C07,,,,,
000901-00-0581, C08,C02,C03,C04,,,,
000901-00-0592, C08,C05,C06,,,,,
000901-00-0593, C08,C06,,,,,,
000901-00-0608, C08,C06,C07,C05,,,,
000901-00-0614, C08,,,,,,,
000901-00-0621, C08,C06,C05,C04,C07,,,
000901-00-0634, C08,C04,C07,,,,,
000901-00-0649, C08,C02,C06,,,,,
000901-00-0655, C08,,,,,,,
000901-00-0657, C08,C06,C05,,,,,
000901-00-0661, C08,C07,C04,,,,,
000901-00-0671, C08,C06,C05,,,,,
000901-00-0677, C08,C03,C02,C06,C05,,,
000901-00-0679, C08,C05,C06,C07,C04,,,
000901-00-0687, C08,,,,,,,
000901-00-0688, C08,C02,C05,,,,,
000901-00-0698, C08,C04,C07,C05,C06,,,
000901-00-0700, C08,C05,,,,,,
000901-00-0707, C08,C07,C05,C02,,,,
000901-00-0708, C08,C02,C03,C07,C04,,,
000901-00-0714, C08,C05,,,,,,
000901-00-0718, C08,C04,C07,,,,,
000901-00-0719, C08,,,,,,,
000901-00-0722, C08,,,,,,,
000901-00-0725, C08,C04,C07,C05,,,,
000901-00-0729, C08,C02,C03,C04,C07,,,
000901-00-0731, C08,C02,C03,C04,C07,,,
000901-00-0746, C08,C05,C03,,,,,
000901-00-0750, C08,C04,C05,C06,C07,C01,,
000901-00-0759, C08,,,,,,,
000901-00-0763, C08,,,,,,,
000901-00-0767, C08,C05,C06,,,,,
000901-00-0790, C08,C06,,,,,,
000901-00-0795, C08,,,,,,,
000901-00-0797, C08,C02,C01,C04,C06,C07,C05,
000901-00-0801, C08,C06,C05,,,,,
000901-00-0817, C08,C07,C04,,,,,
000901-00-0832, C08,C06,C01,C05,C07,C04,C02,
000901-00-0837, C08,C05,,,,,,
000901-00-0850, C08,,,,,,,
000901-00-0856, C08,C05,,,,,,
000901-00-0864, C08,C06,C05,C07,C02,,,
000901-00-0875, C08,C07,C05,C04,,,,
000901-00-0876, C08,C01,C07,C04,C03,C05,C06,
000901-00-0877, C08,C05,C06,,,,,
000901-00-0881, C08,C07,C04,C02,C03,,,
000901-00-0882, C08,C07,C04,,,,,
000901-00-0888, C08,C02,C03,,,,,
000901-00-0890, C08,,,,,,,
000901-00-0900, C08,C06,C03,C02,C01,C05,C07,C04
000901-00-0910, C08,C04,C07,C05,C06,C03,C01,C02
000901-00-0920, C08,C07,C04,,,,,
000901-00-0921, C08,C04,C07,C05,C06,,,
000901-00-0927, C08,,,,,,,
000901-00-0932, C08,C04,C07,,,,,
000901-00-0937, C08,C05,C07,C03,C06,,,
000901-00-0963, C08,C04,,,,,,
000901-00-0972, C08,C07,C04,,,,,
000901-00-0979, C08,C05,,,,,,
000901-00-0982, C08,C05,C06,C07,,,,
000901-00-0987, C08,C04,C03,C02,C07,,,
000901-00-0999, C08,C05,C06,,,,,
000901-00-1001, C08,C05,C07,,,,,
000901-00-1004, C08,C03,C04,C02,C07,C05,,
000901-00-1018, C08,,,,,,,
000901-00-1022, C08,C05,C07,,,,,
000901-00-1029, C08,C05,C07,,,,,
000901-00-1051, C08,,,,,,,
000901-00-1075, C08,C07,C04,,,,,
000901-00-1090, C08,,,,,,,
000901-00-1093, C08,C04,C06,C07,,,,
000901-00-1102, C08,C04,C07,C05,,,,
000901-00-1112, C08,C05,C06,,,,,
000901-00-1127, C08,,,,,,,
000901-00-1128, C08,C06,,,,,,
000901-00-1156, C08,C05,C06,C07,C01,C04,,
000901-00-1160, C08,C01,C03,C02,C06,C04,C07,C05
000901-00-1175, C08,C01,C05,C06,C02,C03,C04,C07
000901-00-1185, C08,C06,,,,,,
000901-00-1197, C08,,,,,,,
000901-00-1200, C08,,,,,,,
000901-00-1201, C08,C06,C05,,,,,
000901-00-1207, C08,,,,,,,
000901-00-1212, C08,C07,C04,,,,,
000901-00-1213, C08,C07,C04,,,,,
000901-00-1219, C08,,,,,,,
000901-00-1223, C08,C07,C04,,,,,
000901-00-1224, C08,C03,C02,C06,C01,C05,,
000901-00-1239, C08,C05,C03,C07,,,,
000901-00-1240, C08,C06,C07,C04,C05,,,
000901-00-1248, C08,C07,C05,C04,,,,
000901-00-1252, C08,C01,,,,,,
000901-00-1261, C08,C04,C05,,,,,
000901-00-1263, C08,C04,C07,,,,,
000901-00-1270, C08,C07,C04,,,,,
000901-00-1272, C08,C07,C04,,,,,
000901-00-1276, C08,C07,C04,,,,,
000901-00-1288, C08,C04,,,,,,
000901-00-1291, C08,,,,,,,
000901-00-1301, C08,C05,,,,,,
000901-00-1302, C08,,,,,,,
000901-00-1315, C08,C06,,,,,,
000901-00-1317, C08,C06,C05,C04,C03,C07,,
000901-00-1322, C08,C05,C06,,,,,
000901-00-1332, C08,C06,C05,,,,,
000901-00-1340, C08,C05,C03,,,,,
000901-00-1355, C08,,,,,,,
000901-00-1366, C08,C05,,,,,,
000901-00-1372, C08,C01,C02,C03,C04,C05,C06,C07
000901-00-1383, C08,C05,C04,C03,C01,C07,,
000901-00-1394, C08,C02,C07,,,,,
000901-00-1408, C08,C05,C06,,,,,
000901-00-1410, C08,C05,,,,,,
000901-00-1428, C08,,,,,,,
000901-00-1436, C08,C05,,,,,,
000901-00-1452, C04=C07,C08,C06,,,,,
000901-00-1466, C08,C02,,,,,,
000901-00-1467, C08,C05,C06,,,,,
000901-00-1468, C08,C07,,,,,,
000901-00-1475, C08,C05,C07,,,,,
000901-00-1485, C08,C04,,,,,,
000901-00-1492, C08,C05,,,,,,
000901-00-1504, C08,C02,C03,C07,C04,,,
000901-00-0768, C08,C05,C01,,,,,
000901-00-0819, C08,C03,C02,,,,,
000901-00-0837, C08,C05,C07,C02,C03,C06,C01,C04
000901-00-0845, C08,C06,C07,,,,,
000901-00-0849, C08,C07,,,,,,
000901-00-0855, C08,C06,,,,,,
000901-00-0868, C08,,,,,,,
000901-00-0871, C08,,,,,,,
000901-00-0896, C08,C03,C02,C04,,,,
000901-00-0898, C08,C06,C05,C02,C03,C04,,
000901-00-0916, C08,,,,,,,
000901-00-0929, C08,,,,,,,
000901-00-0931, C08,C05,C06,C01,C04,C07,C02,C03
000901-00-0969, C08,C07,,,,,,
000901-00-0972, C08,C07,,,,,,
000901-00-0976, C08,,,,,,,
000901-00-0981, C08,,,,,,,
000901-00-0985, C08,,,,,,,
000901-00-0992, C08,C04,C05,C06,C07,C01,,
000901-00-1001, C08,,,,,,,
000901-00-1006, C08,,,,,,,
000901-00-1030, C08,C05,C07,C04,,,,
000901-00-1034, C08,,,,,,,
000901-00-1041, C08,C05,C01,C04,C06,C07,,
000901-00-1044, C08,C07,C05,C04,C01,,,
000901-00-1050, C08,C07,C05,C04,C01,,,
000901-00-1063, C08,,,,,,,
000901-00-1078, C08,,,,,,,
000901-00-1082, C08,,,,,,,
000901-00-1088, C08,C02,C03,C06,C05,,,
000901-00-1108, C08,,,,,,,
000901-00-1115, C08,C07,C04,C05,C01,,,
000901-00-1120, C08,,,,,,,
000901-00-1128, C08,C05,C02,,,,,
000901-00-1152, C08,C06,,,,,,
000901-00-1157, C08,C06,,,,,,
000901-00-1161, C08,C06,C07,C05,,,,
000901-00-1166, C08,C05,,,,,,
000901-00-1171, C08,C04,C07,,,,,
000901-00-1176, C08,,,,,,,
000901-00-1202, C08,C06,C05,,,,,
000901-00-1203, C08,,,,,,,
000901-00-1211, C08,C07,C04,C06,C01,,,
000901-00-1212, C08,C07,C04,C06,C01,,,
000901-00-1214, C08,C05,,,,,,
000901-00-1223, C08,C01,C03,,,,,
000901-00-1226, C08,C07,C04,C02,C03,,,
000901-00-1235, C08,C07,C04,,,,,
000901-00-1320, C08,C04,C07,,,,,
000901-00-1329, C08,,,,,,,
000901-00-1342, C08,,,,,,,
000901-00-1345, C08,C05,C07,C06,C01,,,
000901-00-1359, C08,C04,,,,,,
000901-00-1369, C08,C05,,,,,,
000901-00-1394, C08,C05,,,,,,
000901-00-1412, C08,C07,C04,C03,C02,C01,C05,C06
000901-00-1435, C08,C06,C05,C03,C02,,,
000901-00-1460, C08,C07,C04,,,,,
000901-00-1469, C08,C06,,,,,,
000901-00-1479, C08,C07,C02,,,,,
000901-00-1492, C08,C07,C05,C06,C04,,,
000901-00-1504, C08,,,,,,,
000901-00-1509, C08,,,,,,,
000901-00-1510, C08,C07,,,,,,
000901-00-1517, C08,,,,,,,
000901-00-1521, C08,C04,C07,,,,,
000901-00-1522, C08,,,,,,,
000901-00-1553, C08,,,,,,,
000901-00-0006, C08,C04,C07,,,,,
000602-00-0040, C08,,,,,,,
000602-00-0050, C08,,,,,,,
000602-00-0099, C08,,,,,,,
000602-00-0107, C08,C06,C05,C07,C04,,,
000602-00-0114, C08,C05,,,,,,
000602-00-0135, C08,C07,C04,,,,,
000602-00-0143, C08,,,,,,,
000602-00-0204, C08,,,,,,,
000602-00-0231, C08,C02,C03,C04,C07,,,
000602-00-0244, C08,C02,,,,,,
000602-00-0248, C08,C04,C07,,,,,
000602-00-0256, C08,C04,C05,,,,,
000602-00-0271, C08,C02,C03,C05,,,,
000602-00-0301, C08,C02,C03,C04,C07,C06,C05,C01
000602-00-0308, C08,C07,C04,,,,,
000602-00-0315, C08,C02,C03,C04,C05,C06,C07,C01
000602-00-0333, C08,C03,C06,,,,,
000602-00-0357, C08,,,,,,,
000602-00-0361, C08,C04,C01,,,,,
000602-00-0372, C08,,,,,,,
000602-00-0411, C08,C07,C02,C03,C04,C06,C05,
000602-00-0414, C08,,,,,,,
000602-00-0456, C08,C03,C07,C02,C04,C05,C06,C01
000602-00-0486, C08,C07,C04,,,,,
000602-00-0503, C08,C04,C07,,,,,
000602-00-0508, C08,C03,C04,C07,C02,,,
000602-00-0515, C08,,,,,,,
000602-00-0528, C08,C06,C03,,,,,
000602-00-0561, C08,C04,C07,,,,,
000602-00-0567, C08,C05,,,,,,
000602-00-0596, C08,C07,C04,C03,,,,
000602-00-0611, C08,C04,C07,C05,,,,
000602-00-0617, C08,,,,,,,
000602-00-0646, C08,,,,,,,
000602-00-0654, C08,,,,,,,
000602-00-0678, C08,,,,,,,
000602-00-0703, C08,,,,,,,
000602-00-0722, C08,C07,C04,,,,,
000602-00-0739, C08,C04,C01,C07,C06,C05,,
000602-00-0746, C08,C04,,,,,,
000602-00-0750, C08,C02,C04,C06,C07,C03,C05,C01
000602-00-0752, C08,,,,,,,
000602-00-0755, C08,C04,C07,C02,,,,
000602-00-0774, C08,C05,C01,C03,,,,
000602-00-0842, C08,C07,C05,C06,C02,C04,C01,C03
000602-00-0864, C08,C06,C05,C01,,,,
000602-00-0903, C08,C06,C07,C04,,,,
000602-00-0911, C08,C07,C02,C04,C03,,,
000602-00-0963, C08,,,,,,,
000602-00-0992, C08,C05,C06,,,,,
000602-00-1017, C08,,,,,,,
000602-00-1027, C08,C05,C02,,,,,
000602-00-1040, C08,C01,C03,C07,C02,C05,C04,
000602-00-1045, C08,C06,,,,,,
000602-00-1057, C08,C01,C07,C05,C04,C03,C06,C02
000602-00-1085, C08,,,,,,,
000602-00-1142, C08,C06,C05,C03,C02,,,
000602-00-1144, C08,C06,C05,,,,,
000602-00-1146, C08,C06,,,,,,
000602-00-1154, C08,C06,,,,,,
000602-00-1165, C08,C05,C06,C02,C01,C03,C07,
000602-00-1177, C08,C04,C05,C01,,,,
000602-00-1180, C08,,,,,,,
000602-00-1204, C08,,,,,,,
000602-00-1227, C08,C01,C02,C03,C04,C05,C06,C07
000602-00-1234, C08,,,,,,,
000602-00-1255, C08,C03,C04,,,,,
000602-00-1271, C08,C04,C07,C06,C05,C03,C02,C01
000602-00-1301, C08,,,,,,,
000602-00-1319, C08,C06,C02,C03,C01,C07,C05,C04
000602-00-1321, C08,,,,,,,
000602-00-1327, C08,C05,C01,,,,,
000602-00-1330, C08,C05,C06,C04,C02,,,
000602-00-1339, C08,,,,,,,
000602-00-1344, C08,C02,C03,C04,C07,C01,C05,C06
000602-00-1382, C08,C05,C06,,,,,
000602-00-1392, C08,C04,C02,C03,C06,,,
000602-00-1403, C08,C03,C06,C05,,,,
000602-00-1501, C08,C05,C06,,,,,
000602-00-1530, C08,,,,,,,
000602-00-1541, C08,C05,C06,,,,,
000602-00-1574, C08,C06,C07,C01,C05,C02,C03,C04
000602-00-1584, C08,C05,C02,C03,C04,C07,,
000602-00-1587, C08,C05,,,,,,
000602-00-1600, C08,C04,,,,,,
000602-00-1619, C08,C03,C05,,,,,
000602-00-1629, C08,C06,,,,,,
000602-00-1652, C08,C06,C07,C05,C04,,,
000602-00-1662, C08,C06,,,,,,
000602-00-1678, C08,C07,C01,C06,C03,,,
000602-00-1696, C08,,,,,,,
000602-00-1728, C08,,,,,,,
000602-00-1743, C08,C05,,,,,,
000602-00-1747, C08,C07,C04,,,,,
000602-00-1757, C08,,,,,,,
000602-00-1773, C08,,,,,,,
000602-00-1789, C08,,,,,,,
000602-00-1801, C08,C04,C07,,,,,
000602-00-1815, C08,C02,C05,,,,,
000602-00-1841, C08,C06,C05,,,,,
000602-00-1844, C08,,,,,,,
000602-00-1846, C08,C05,C06,,,,,
000602-00-1852, C08,C04,C07,C06,C02,,,
000602-00-1877, C08,C06,C04,,,,,
000602-00-1901, C08,C04,,,,,,
000602-00-1919, C08,C06,,,,,,
000602-00-1949, C08,C03,C04,C05,C06,C07,,
000602-00-1970, C08,C06,C01,C03,C04,C07,C05,
000602-00-1979, C08,,,,,,,
000602-00-1983, C08,C04,C07,C02,C03,,,
000602-00-1994, C08,,,,,,,
000602-00-1997, C08,,,,,,,
000602-00-2003, C08,,,,,,,
000701-00-0007, C08,,,,,,,
000701-00-0021, C08,C07,C04,C05,,,,
000701-00-0030, C08,C06,C05,C04,C02=C03,,,
000701-00-0041, C08,C04,C06,C07,,,,
000701-00-0045, C08,,,,,,,
000701-00-0057, C08,C05,C02,,,,,
000701-00-0061, C08,C02,C04,C07,C03,C05,C06,
000701-00-0074, C08,C07,C03,C04,,,,
000701-00-0088, C08,C06,C04,C05,C03,C01,C07,C02
000701-00-0094, C08,,,,,,,
000701-00-0098, C08,,,,,,,
000701-00-0101, C08,,,,,,,
000701-00-0147, C08,C02,C03,C04,C07,,,
000701-00-0179, C08,C04,C03,C01,C02,C07,C06,C05
000701-00-0181, C08,,,,,,,
000701-00-0183, C08,C05,C07,C02,C03,C04,C01,C06
000701-00-0191, C08,C02,C03,C04,C07,,,
000701-00-0220, C08,,,,,,,
000701-00-0224, C08,C05,C06,,,,,
000701-00-0232, C08,C04,C01,C02,C07,,,
000701-00-0245, C08,,,,,,,
000701-00-0275, C08,,,,,,,
000701-00-0283, C08,,,,,,,
000701-00-0288, C08,,,,,,,
000701-00-0295, C08,C07,C06,,,,,
000701-00-0311, C08,,,,,,,
000701-00-0320, C08,C07,C04,,,,,
000701-00-0345, C08,C06,C05,C07,,,,
000701-00-0371, C08,C06,C05,C01,,,,
000701-00-0394, C08,C07,C04,C03,C02,,,
000701-00-0397, C08,,,,,,,
000701-00-0400, C08,C05,,,,,,
000701-00-0403, C08,C05,C07,C04,C02,C03,,
000701-00-0414, C08,C07,,,,,,
000701-00-0418, C08,C05,C06,,,,,
000701-00-0436, C08,C07,C05,C06,,,,
000701-00-0441, C08,C04,C07,C06,C05,C01,,
000701-00-0446, C08,C01,C06,C05,C03,C04,C02,
000701-00-0449, C08,C05,,,,,,
000701-00-0469, C08,C06,C05,C07,C04,C02,,
000701-00-0497, C08,,,,,,,
000701-00-0524, C08,C04,,,,,,
000701-00-0537, C08,C06,C04,C07,,,,
000701-00-0579, C08,C07,C04,C05,C06,,,
000701-00-0583, C08,,,,,,,
000701-00-0648, C08,,,,,,,
000701-00-0658, C08,C01,C02,,,,,
000701-00-0659, C08,,,,,,,
000701-00-0661, C08,C02,C05,C07,C04,,,
000701-00-0673, C08,,,,,,,
000701-00-0716, C08,C06,C05,C04,C07,,,
000701-00-0726, C08,C07,C04,,,,,
000701-00-0736, C08,,,,,,,
000701-00-0754, C08,C01,C07,C05,C04,,,
000701-00-0808, C08,C05,C02,C04,,,,
000701-00-0812, C08,C05,C02,C03,C04,C06,C07,C01
000701-00-0820, C08,C07,C04,C05,,,,
000701-00-0822, C08,,,,,,,
000701-00-0859, C08,C02,C06,,,,,
000701-00-0868, C08,C04,C06,C05,C07,,,
000701-00-0874, C08,,,,,,,
000701-00-0936, C08,C07,C04,,,,,
000701-00-0937, C08,C07,C05,C02,,,,
000701-00-0946, C08,C05,,,,,,
000701-00-0965, C08,C05,,,,,,
000701-00-0985, C08,C06,C04,C07,,,,
000701-00-1019, C08,C07,C06,C05,C04,,,
000701-00-1038, C08,C07,C02,C03,C04,,,
000701-00-1048, C08,C03,C02,C07,C01,C05,C04,C06
000701-00-1068, C08,C04,C06,C03,C02,,,
000701-00-1098, C08,C01,C02,C05,C07,C06,C03,
000701-00-1102, C08,C02,C04,C03,C07,,,
000701-00-1139, C08,C04,C07,,,,,
000701-00-1162, C08,C07,C04,C05,C06,C01,,
000701-00-1172, C08,C05,C06,,,,,
000701-00-1185, C08,C07,C04,,,,,
000701-00-1231, C08,C03,C02,C07,C04,C01,C05,
000701-00-1243, C08,C07,C05,C06,,,,
000701-00-1255, C08,,,,,,,
000701-00-1256, C08,,,,,,,
000701-00-1278, C08,C05,C04,C06,C07,,,
000701-00-1287, C08,C07,,,,,,
000701-00-1297, C08,C01,C02,,,,,
000701-00-1309, C08,C05,C02,C03,C04,,,
000701-00-1337, C08,C05,C06,,,,,
000701-00-1352, C08,C05,C07,,,,,
000701-00-1360, C08,C07,C04,C06,C05,,,
000701-00-1388, C08,,,,,,,
000701-00-1391, C08,,,,,,,
000701-00-1399, C08,C05,C02,C03,C01,,,
000701-00-1424, C08,C07,C04,,,,,
000701-00-1436, C08,,,,,,,
000701-00-1458, C08,C05,,,,,,
000701-00-1491, C08,C05,C03,,,,,
000701-00-1500, C08,C05,C06,,,,,
000701-00-1537, C08,C06,,,,,,
000701-00-1540, C08,C07,C06,C05,,,,
000701-00-1550, C08,C06,,,,,,
000701-00-1557, C08,,,,,,,
000701-00-1563, C08,,,,,,,
000701-00-1592, C08,C06,C02,C03,C04,C07,,
000701-00-1608, C08,C07,C04,C06,C05,,,
000701-00-1637, C08,C07,C03,C06,,,,
000701-00-1644, C08,C04,C07,C05,C02,C03,,
000701-00-1666, C08,C03,,,,,,
000701-00-1679, C08,C05,,,,,,
000701-00-1694, C08,,,,,,,
000701-00-1728, C08,C06,,,,,,
000701-00-1732, C08,,,,,,,
000701-00-1747, C08,C05,,,,,,
000701-00-1756, C08,,,,,,,
000701-00-1759, C08,,,,,,,
000701-00-1781, C08,C05,C02,,,,,
000701-00-1791, C08,,,,,,,
000701-00-1810, C08,C05,C01,C03,,,,
000701-00-1823, C08,C07,C04,C05,C06,,,
000701-00-1843, C08,C06,C07,C05,C04,,,
000701-00-1855, C08,C07,C02,C03,C04,C06,C01,C05
000701-00-1868, C08,C02,C06,C03,C04,C07,C05,
000701-00-1882, C08,C07,C04,C05,C01,,,
000701-00-1884, C08,C07,,,,,,
000701-00-1947, C08,,,,,,,
000701-00-1955, C08,C03,C07,C02,,,,
000701-00-1963, C08,C06,C04,C05,C07,,,
000701-00-1976, C08,C04,C05,,,,,
000701-00-2002, C08,C03,C04,,,,,
000701-00-2003, C08,,,,,,,
000701-00-2024, C08,C05,C04,C07,C02,C03,,
000701-00-2026, C08,,,,,,,
000701-00-2032, C08,,,,,,,
000701-00-2036, C08,C02,C05,,,,,
000701-00-2039, C08,,,,,,,
000701-00-2045, C08,,,,,,,
000701-00-2051, C08,C07,C06,C05,C01,C02,C03,C04
000701-00-2097, C08,C07,C05,C01,C04,C06,C02,
000701-00-0031, C08,C06,,,,,,
000701-00-0032, C08,C05,C06,,,,,
000701-00-0033, C08,C02,C04,C03,C07,,,
000701-00-0034, C08,C02,C05,C01,C03,C04,C07,
000701-00-0040, C08,,,,,,,
000801-00-0002, C08,C04,C07,,,,,
000801-00-0021, C08,,,,,,,
000801-00-0026, C08,C05,C06,C04,C07,,,
000801-00-0042, C08,,,,,,,
000801-00-0067, C08,C04,C05,,,,,
000801-00-0074, C08,,,,,,,
000801-00-0085, C08,C07,C05,,,,,
000801-00-0092, C08,C07,C04,,,,,
000801-00-0104, C08,,,,,,,
000801-00-0111, C08,C05,C07,C06,,,,
000801-00-0119, C08,C02,C03,C04,,,,
000801-00-0126, C08,C06,C04,C03,C05,,,
000801-00-0133, C08,C05,C07,C01,,,,
000801-00-0140, C08,C04,C07,,,,,
000801-00-0146, C08,C07,,,,,,
000801-00-0158, C08,C07,C04,C05,C06,,,
000801-00-0161, C08,,,,,,,
000801-00-0188, C08,C06,,,,,,
000801-00-0215, C08,C04,C07,C01,C05,C06,,
000801-00-0227, C08,,,,,,,
000801-00-0239, C08,C07,C05,C04,C06,,,
000801-00-0246, C08,C07,,,,,,
000801-00-0252, C08,C02,C03,C04,C07,,,
000801-00-0256, C08,C07,C04,C02,C03,C01,C05,C06
000801-00-0275, C08,,,,,,,
000801-00-0287, C08,C06,,,,,,
000801-00-0293, C08,,,,,,,
000801-00-0306, C08,,,,,,,
000801-00-0325, C08,,,,,,,
000801-00-0333, C08,,,,,,,
000801-00-0344, C08,C04,C07,C05,C06,,,
000801-00-0355, C08,C07,C05,C02,C03=C04,,,
000801-00-0366, C08,C07,C04,,,,,
000801-00-0373, C08,C05,,,,,,
000801-00-0388, C08,C05,,,,,,
000801-00-0414, C08,C05,C06,C01,C07,,,
000801-00-0423, C08,C07,C05,,,,,
000801-00-0434, C08,C04,C07,,,,,
000801-00-0436, C08,C07,C04,C05,C06,,,
000801-00-0450, C08,C01,C07,,,,,
000801-00-0457, C08,C01,C05,C04,C07,C02,C03,
000801-00-0470, C08,,,,,,,
000801-00-0477, C08,C03,C02,C05,,,,
000801-00-0482, C08,,,,,,,
000801-00-0483, C08,C05,C06,C01,C07,C03,C02,C04
000801-00-0488, C08,,,,,,,
000801-00-0499, C08,C06,,,,,,
000801-00-0502, C08,,,,,,,
000801-00-0505, C08,C06,C03,,,,,
000801-00-0507, C08,,,,,,,
000801-00-0523, C08,C04,C07,,,,,
