ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice
000402-00-0121, WI01,WI02,WI03,WI04,WI05,WI06,,,
000402-00-0122, WI01,,,,,,,,
000302-00-0030, WI01,WI02,WI03,WI04,,,,,
001101-00-0067, WI01,,,,,,,,
001101-00-0070, WI01,,,,,,,,
000301-00-0001, WI01,,,,,,,,
000301-00-0003, WI01,,,,,,,,
000603-00-0066, WI01,,,,,,,,
000603-00-0067, WI01,,,,,,,,
000602-00-0086, WI01,WI02,WI03,WI04,,,,,
000602-00-0088, WI01,,,,,,,,
000602-00-0089, WI01,,,,,,,,
000602-00-0090, WI01,,,,,,,,
000702-00-0024, WI01,,,,,,,,
000702-00-0029, WI01,,,,,,,,
000802-00-0054, WI01,,,,,,,,
000802-00-0061, WI01,,,,,,,,
000903-00-0152, C08,WI01,WI02,,,,,,
000902-00-0044, C08,WI01,,,,,,,
000702-00-0023, C08,WI01,,,,,,,
000902-00-0045, C08,C02,WI01,,,,,,
000102-00-0051, C02,WI01,,,,,,,
000303-00-0075, C02,C08,WI01,C04,,,,,
000403-00-0004, C06,C04,C02,,,,,,
000403-00-0115, C06,,,,,,,,
000403-00-0151, C06,,,,,,,,
000203-00-0073, C06,C02,,,,,,,
000502-00-0497, C06,,,,,,,,
000502-00-0853, C06,C02,C04,,,,,,
000502-00-0964, C06,C02,,,,,,,
000502-00-1008, C06,C07,,,,,,,
000502-00-1019, C06,C04,,,,,,,
000502-00-1169, C06,,,,,,,,
001103-00-0721, C06,C02,,,,,,,
001103-00-0739, C06,,,,,,,,
001103-00-0918, C06,C04,C07,C02,,,,,
001103-00-0989, C06,C02,C08,,,,,,
000501-00-0233, C06,C04,C08,,,,,,
000501-00-0366, C06,C04,C08,,,,,,
000501-00-0664, C06,,,,,,,,
000501-00-0786, C06,C04,,,,,,,
000501-00-0888, C06,,,,,,,,
000501-00-0977, C06,C02,C04,,,,,,
000501-00-0978, C06,C07,,,,,,,
000901-00-0318, C06,C04,C08,,,,,,
000901-00-0621, C06,,,,,,,,
000102-00-0678, C06,,,,,,,,
000102-00-0684, C06,C04,C07,C02,,,,,
000102-00-0848, C06,C08,C02,C07,,,,,
000903-00-0299, C06,,,,,,,,
000903-00-0520, C06,C02,,,,,,,
000903-00-0227, C06,,,,,,,,
000401-00-0097, C06,C07,,,,,,,
000401-00-0258, C06,,,,,,,,
000401-00-0392, C06,C02,C04,,,,,,
000401-00-0548, C06,C04,,,,,,,
000401-00-0550, C06,C04,C02,,,,,,
000401-00-0581, C06,,,,,,,,
000401-00-0584, C06,C02,C04,C07,,,,,
000401-00-0586, C06,C02,C04,,,,,,
000401-00-0717, C06,,,,,,,,
000401-00-0731, C06,C04,C08,,,,,,
000401-00-0755, C06,C04,,,,,,,
000401-00-0774, C06,C04,,,,,,,
000401-00-0803, C06,C08,,,,,,,
000401-00-0870, C06,C08,,,,,,,
000401-00-0932, C06,C04,,,,,,,
000401-00-0942, C06,,,,,,,,
000401-00-0968, C06,C04,,,,,,,
000401-00-0988, C06,C04,,,,,,,
000401-00-1015, C06,C02,C04,C08,,,,,
000401-00-1044, C06,C08,,,,,,,
000401-00-1055, C06,,,,,,,,
000401-00-1124, C06,C04,,,,,,,
000401-00-1127, C06,C04,,,,,,,
000401-00-0051, C06,C03=C05,C08,C02,C07=C09,,,,
000103-00-0437, C06,,,,,,,,
000103-00-0543, C06,,,,,,,,
000103-00-0904, C06,C04,,,,,,,
000103-00-1006, C06,,,,,,,,
000103-00-1053, C06,C07,,,,,,,
000103-00-0012, C06,C07,C02,C04,,,,,
000201-00-0037, C06,C04,,,,,,,
000201-00-0501, C06,,,,,,,,
000201-00-0696, C06,,,,,,,,
000201-00-0701, C06,C04,,,,,,,
000201-00-0819, C06,C08,,,,,,,
000201-00-0989, C06,C04,,,,,,,
000701-00-0036, C06,C07,C02,C08,,,,,
000701-00-0074, C06,C08,C07,,,,,,
000701-00-0374, C06,,,,,,,,
000701-00-0753, C06,,,,,,,,
000701-00-1110, C06,C08,C07,C04,C02,,,,
000701-00-1242, C06,C08,,,,,,,
000503-00-0350, C06,C04,,,,,,,
000503-00-0381, C06,,,,,,,,
000503-00-0475, C06,C02,C08,C04,,,,,
000503-00-0577, C06,C08,,,,,,,
000503-00-0624, C06,C07,,,,,,,
000503-00-0739, C06,C04,C08,,,,,,
000503-00-0774, C06,C02,C04,,,,,,
000801-00-0047, C06,C08,C04,,,,,,
000801-00-0420, C06,C07,,,,,,,
000801-00-0461, C06,,,,,,,,
000801-00-0610, C06,C07,,,,,,,
000304-00-0131, C06,,,,,,,,
000304-00-0246, C06,,,,,,,,
000304-00-0263, C06,C04,,,,,,,
000304-00-0286, C06,C08,C07,,,,,,
000304-00-0372, C06,,,,,,,,
000303-00-0140, C06,C08,C02,C04,,,,,
000303-00-0201, C06,C02,C04,,,,,,
000303-00-0209, C06,C08,C04,,,,,,
000303-00-0213, C06,,,,,,,,
000303-00-0244, C06,,,,,,,,
000303-00-0291, C06,C04,,,,,,,
000303-00-0340, C06,C02,,,,,,,
000303-00-0409, C06,,,,,,,,
000303-00-0520, C06,,,,,,,,
000303-00-0523, C06,,,,,,,,
000303-00-0524, C06,,,,,,,,
000303-00-0623, C06,,,,,,,,
000303-00-0647, C06,,,,,,,,
000303-00-0689, C06,C04,,,,,,,
000303-00-0691, C06,C04,,,,,,,
000303-00-0846, C06,,,,,,,,
000303-00-0876, C06,C02,,,,,,,
000303-00-0877, C06,,,,,,,,
000303-00-0915, C06,C04,,,,,,,
000303-00-0972, C06,C08,,,,,,,
001002-00-0492, C06,C08,C02,,,,,,
001002-00-1100, C06,,,,,,,,
001001-00-0111, C06,C07,C08,,,,,,
001001-00-1405, C06,,,,,,,,
000101-00-0096, C06,C07,,,,,,,
000101-00-0285, C06,,,,,,,,
000402-00-0231, C06,C02,,,,,,,
000402-00-0232, C06,C02,,,,,,,
000402-00-0342, C06,,,,,,,,
000402-00-0798, C06,,,,,,,,
000402-00-1017, C06,C08,,,,,,,
000402-00-1120, C06,,,,,,,,
000703-00-0109, C06,,,,,,,,
000703-00-0234, C06,C04,,,,,,,
000302-00-0205, C06,C07,C04,,,,,,
000302-00-0216, C06,,,,,,,,
000302-00-0393, C06,C04,C08,,,,,,
000302-00-0401, C06,,,,,,,,
000302-00-0402, C06,,,,,,,,
000302-00-0404, C06,,,,,,,,
000302-00-0523, C06,,,,,,,,
001101-00-0140, C06,,,,,,,,
001101-00-0181, C06,,,,,,,,
001101-00-0219, C06,,,,,,,,
001101-00-0307, C06,,,,,,,,
001101-00-0646, C06,,,,,,,,
001101-00-0751, C06,C02,,,,,,,
000301-00-0260, C06,,,,,,,,
000301-00-0321, C06,C02,C08,,,,,,
000301-00-0422, C06,,,,,,,,
000301-00-0450, C06,C04,C07,,,,,,
000301-00-0485, C06,,,,,,,,
000301-00-0564, C06,,,,,,,,
000301-00-0637, C06,C02,,,,,,,
000301-00-0751, C06,C04,,,,,,,
000301-00-0890, C06,,,,,,,,
000301-00-0981, C06,,,,,,,,
000301-00-0983, C06,,,,,,,,
000603-00-0651, C06,,,,,,,,
000603-00-0901, C06,C08,C02,,,,,,
000603-00-0935, C06,,,,,,,,
000602-00-0213, C06,,,,,,,,
000602-00-0229, C06,,,,,,,,
000702-00-0026, C02=C04=C08=C09,C01=C03=C05=C07,C06,,,,,,
000802-00-0057, C06,C07,C08,,,,,,
001003-00-0739, C06,C04,,,,,,,
000601-00-0444, C06,,,,,,,,
000601-00-0448, C06,,,,,,,,
000601-00-0463, C06,,,,,,,,
000601-00-0478, C06,C07,,,,,,,
000601-00-0778, C06,,,,,,,,
000601-00-1076, C06,,,,,,,,
000601-00-1093, C06,C07,,,,,,,
000601-00-1120, C06,,,,,,,,
000601-00-1135, C06,,,,,,,,
000601-00-1179, C06,C04,C07,C08,,,,,
001103-00-0045, C08,C06,C07,,,,,,
001103-00-0200, C08,C06,C07,,,,,,
000102-00-0016, C08,C06,C04,,,,,,
000401-00-1151, C08,C06,C04,,,,,,
000902-00-0219, C08,C02,C06,,,,,,
000902-00-1151, C08,C06,,,,,,,
000304-00-0073, C08,C06,,,,,,,
001001-00-0631, C08,C02,C06,,,,,,
001001-00-0863, C08,C06,C02,,,,,,
001001-00-1430, C08,C06,,,,,,,
000302-00-0186, C08,C04,C06,,,,,,
001101-00-0689, C08,C06,C02,,,,,,
001003-00-0891, C08,C06,C07,,,,,,
000601-00-0922, C08,C06,,,,,,,
000901-00-0135, C08,C06,,,,,,,
000102-00-0025, C08,C06,C02,,,,,,
000102-00-0857, C08,C06,,,,,,,
000401-00-0533, C08,C06,,,,,,,
000902-00-0607, C08,C06,C02,,,,,,
000902-00-1543, C08,C07,C06,,,,,,
000201-00-0608, C08,C06,C04,,,,,,
000701-00-0038, C08,C04,C06,,,,,,
000701-00-0292, C08,C06,,,,,,,
000503-00-0197, C08,C02,C06,,,,,,
000503-00-0313, C08,C02,C06,,,,,,
000503-00-0874, C08,C06,C04,,,,,,
000801-00-0231, C08,C06,C07,,,,,,
000303-00-0046, C08,C07,C06,,,,,,
000303-00-0897, C08,C04,C06,,,,,,
000403-00-0232, C02,C04,C06,C07,,,,,
001103-00-1137, C02,C07,C06,C04,,,,,
000903-00-0864, C02,C06,,,,,,,
000401-00-0907, C02,C06,C04,C07,,,,,
000103-00-1037, C02,C07,C06,,,,,,
000902-00-1301, C02,C06,C08,C07,C04,,,,
000503-00-0590, C02,C07,C04,C06,,,,,
000304-00-0106, C02,C06,,,,,,,
001102-00-1189, C02,C06,,,,,,,
001001-00-0932, C02,C06,,,,,,,
000101-00-0154, C02,C06,,,,,,,
000301-00-0359, C02,C06,C04,,,,,,
000603-00-0627, C02,C06,C08,,,,,,
000502-00-0200, C02,C07,C04,C08,C06,,,,
000103-00-0293, C02,C06,,,,,,,
001002-00-1572, C02,C06,,,,,,,
000101-00-0458, C02,C06,C08,,,,,,
000101-00-0725, C02,C06,,,,,,,
000301-00-0194, C02,C06,,,,,,,
000301-00-0883, C02,C06,C04,,,,,,
000603-00-0061, WI01,C07,C06,,,,,,
000503-00-0045, C08,WI01,C07,C06,,,,,
000403-00-0102, C05,,,,,,,,
000403-00-0196, C05,,,,,,,,
000403-00-0217, C05,C06,C07,,,,,,
000403-00-0261, C05,C08,C02,,,,,,
000403-00-0270, C05,,,,,,,,
000403-00-0284, C05,,,,,,,,
000403-00-0287, C05,C02,,,,,,,
000403-00-0341, C05,,,,,,,,
000203-00-0042, C05,,,,,,,,
000203-00-0061, C05,,,,,,,,
000203-00-0072, C05,C08,C02,C07,,,,,
000203-00-0193, C05,,,,,,,,
000502-00-0740, C05,C07,C02,C04,,,,,
000502-00-1202, C05,C07,,,,,,,
000502-00-1273, C05,C06,C04,,,,,,
001103-00-0020, C05,C06,C07,,,,,,
001103-00-0049, C05,,,,,,,,
001103-00-0080, C05,C02,,,,,,,
001103-00-0231, C05,,,,,,,,
001103-00-0257, C05,C02,,,,,,,
001103-00-0313, C05,C07,,,,,,,
001103-00-0326, C05,C08,,,,,,,
001103-00-0327, C05,C08,,,,,,,
001103-00-0355, C05,,,,,,,,
001103-00-0469, C05,,,,,,,,
001103-00-0495, C05,C02,,,,,,,
001103-00-0605, C05,C02,,,,,,,
001103-00-0672, C05,C02,C08,,,,,,
001103-00-0709, C05,C02,C08,,,,,,
001103-00-0725, C05,C02,C08,,,,,,
001103-00-0741, C05,C02,,,,,,,
001103-00-0788, C05,C07,C02,,,,,,
001103-00-0886, C05,C02,,,,,,,
001103-00-0900, C05,C02,C08,,,,,,
001103-00-1334, C05,,,,,,,,
000501-00-0298, C05,,,,,,,,
000501-00-0320, C05,C07,C06,,,,,,
000501-00-0449, C05,C04,,,,,,,
000501-00-0645, C05,,,,,,,,
000501-00-0704, C05,,,,,,,,
000501-00-0760, C05,,,,,,,,
000501-00-0858, C05,C04,C02,C07,C08,,,,
000501-00-0934, C05,C04,C08,,,,,,
000901-00-0364, C05,,,,,,,,
000901-00-0373, C05,,,,,,,,
000901-00-0586, C05,,,,,,,,
000901-00-0604, C05,C02,,,,,,,
000901-00-0622, C05,,,,,,,,
000901-00-0865, C05,,,,,,,,
000901-00-1301, C05,,,,,,,,
000901-00-1590, C05,,,,,,,,
000901-00-1719, C05,,,,,,,,
000901-00-0125, C05,C08,C02,,,,,,
000102-00-0162, C05,,,,,,,,
000102-00-0473, C05,,,,,,,,
000102-00-0647, C05,,,,,,,,
000102-00-0715, C05,,,,,,,,
000102-00-0788, C05,C07,,,,,,,
000903-00-0115, C05,,,,,,,,
000903-00-0125, C05,C08,C07,,,,,,
000903-00-0164, C05,C04,C02,,,,,,
000903-00-0231, C05,C02,C08,C07,,,,,
000903-00-0261, C05,C08,C07,,,,,,
000903-00-0278, C05,C07,,,,,,,
000903-00-0355, C05,,,,,,,,
000903-00-0406, C05,,,,,,,,
000903-00-0459, C05,C08,C04,,,,,,
000903-00-0541, C05,C02,,,,,,,
000903-00-0594, C05,C08,,,,,,,
000903-00-0650, C05,,,,,,,,
000903-00-0655, C05,C04,C02,,,,,,
000903-00-0657, C05,C02,,,,,,,
000903-00-0683, C05,C04,C08,,,,,,
000903-00-0695, C05,C08,,,,,,,
000903-00-0716, C05,,,,,,,,
000903-00-0721, C05,C08,C02,,,,,,
000903-00-0733, C05,C07,,,,,,,
000903-00-0765, C05,,,,,,,,
000903-00-0846, C05,C08,C02,,,,,,
000903-00-1055, C05,C02,C04,,,,,,
000903-00-1059, C05,,,,,,,,
000903-00-1080, C05,C02,C08,,,,,,
000903-00-1096, C05,,,,,,,,
000903-00-1127, C05,C07,C04,C08,,,,,
000903-00-1173, C05,C07,,,,,,,
000903-00-1205, C05,C02,,,,,,,
000903-00-1210, C05,,,,,,,,
000903-00-1211, C05,,,,,,,,
000903-00-1236, C05,,,,,,,,
000903-00-1239, C05,C08,,,,,,,
000903-00-1290, C05,,,,,,,,
000903-00-1318, C05,C07,,,,,,,
000903-00-1358, C05,,,,,,,,
000903-00-1376, C05,C08,C06,,,,,,
000903-00-1411, C05,C02,C08,,,,,,
000903-00-0133, C05,,,,,,,,
000903-00-0140, C05,,,,,,,,
000903-00-0173, C05,,,,,,,,
000903-00-0174, C05,,,,,,,,
000903-00-0206, C05,,,,,,,,
000903-00-0209, C05,,,,,,,,
000903-00-0233, C05,C08,C02,C04,,,,,
000401-00-0252, C05,C04,,,,,,,
000401-00-0607, C05,C04,C08,,,,,,
000401-00-0618, C05,,,,,,,,
000401-00-0677, C05,C02,C08,C04,,,,,
000401-00-0992, C05,,,,,,,,
000103-00-0525, C05,,,,,,,,
000103-00-0565, C05,C02,,,,,,,
000103-00-0673, C05,C07,C08,,,,,,
000103-00-0706, C05,,,,,,,,
000902-00-0018, C05,C08,C07,,,,,,
000902-00-0024, C05,C02,,,,,,,
000902-00-0054, C05,C02,C04,,,,,,
000902-00-0057, C05,,,,,,,,
000902-00-0120, C05,C08,,,,,,,
000902-00-0135, C05,C02,,,,,,,
000902-00-0164, C05,,,,,,,,
000902-00-0209, C05,C04,C02,,,,,,
000902-00-0214, C05,C02,C08,,,,,,
000902-00-0302, C05,,,,,,,,
000902-00-0312, C05,C02,C07,C06,,,,,
000902-00-0324, C05,C02,C08,C04,,,,,
000902-00-0414, C05,,,,,,,,
000902-00-0487, C05,,,,,,,,
000902-00-0612, C05,C02,C08,,,,,,
000902-00-0613, C05,C02,,,,,,,
000902-00-0650, C05,C02,,,,,,,
000902-00-0654, C05,C02,,,,,,,
000902-00-0655, C05,C02,C08,,,,,,
000902-00-0688, C05,C02,,,,,,,
000902-00-0770, C05,C02,C08,,,,,,
000902-00-0772, C05,C08,C02,,,,,,
000902-00-0791, C05,C02,C04,,,,,,
000902-00-0875, C05,,,,,,,,
000902-00-0929, C05,C02,,,,,,,
000902-00-0997, C05,C06,C04,,,,,,
000902-00-1003, C05,C07,C08,C04,,,,,
000902-00-1012, C05,C08,C07,,,,,,
000902-00-1135, C05,C02,,,,,,,
000902-00-1137, C05,C02,,,,,,,
000902-00-1144, C05,C08,,,,,,,
000902-00-1152, C05,,,,,,,,
000902-00-1194, C05,C08,,,,,,,
000902-00-1204, C05,C02,C08,,,,,,
000902-00-1270, C05,,,,,,,,
000902-00-1315, C05,,,,,,,,
000902-00-1388, C05,,,,,,,,
000902-00-1452, C05,,,,,,,,
000902-00-1453, C05,,,,,,,,
000902-00-1497, C05,,,,,,,,
000902-00-1505, C05,C08,C04,C02,,,,,
000902-00-1556, C05,,,,,,,,
000902-00-1629, C05,C07,C08,,,,,,
000803-00-0063, C05,,,,,,,,
000803-00-0127, C05,,,,,,,,
000803-00-0156, C05,,,,,,,,
000201-00-0098, C05,,,,,,,,
000201-00-0227, C05,,,,,,,,
000201-00-0327, C05,C02,C04,,,,,,
000201-00-0421, C05,C04,C02,,,,,,
000201-00-0626, C05,,,,,,,,
000201-00-0922, C05,,,,,,,,
000701-00-0011, C05,,,,,,,,
000701-00-0048, C05,C08,C02,,,,,,
000701-00-0102, C05,C08,C04,C06,,,,,
000701-00-0685, C05,C08,C07,,,,,,
000503-00-0069, C05,,,,,,,,
000503-00-0143, C05,C01,C07,,,,,,
000503-00-0196, C05,C02,,,,,,,
000503-00-0779, C05,C04,C08,,,,,,
000801-00-0087, C05,,,,,,,,
000801-00-0238, C05,,,,,,,,
000801-00-0609, C05,,,,,,,,
000801-00-0650, C05,C08,C07,,,,,,
000304-00-0160, C05,C06,,,,,,,
000304-00-0036, C05,,,,,,,,
000303-00-0137, C05,C06,C04,,,,,,
000303-00-0441, C05,C01,C07,,,,,,
000303-00-0499, C05,C04,C02,,,,,,
000303-00-0512, C05,C07,,,,,,,
000303-00-0609, C05,C06,C01,C07,C08,,,,
001102-00-0311, C05,C02,,,,,,,
001102-00-0418, C05,C07,,,,,,,
001102-00-0466, C05,C08,C06,C02,,,,,
001102-00-0470, C05,C02,,,,,,,
001102-00-0737, C05,,,,,,,,
001102-00-0782, C05,C08,C07,,,,,,
001102-00-0792, C05,C02,,,,,,,
001102-00-0797, C05,C01,C08,C06,,,,,
001102-00-0801, C05,,,,,,,,
001102-00-0803, C05,,,,,,,,
001102-00-0814, C05,C08,C07,,,,,,
001102-00-0893, C05,,,,,,,,
001102-00-0923, C05,C02,C01,,,,,,
001102-00-0931, C05,C02,C01,,,,,,
001102-00-0971, C05,C08,,,,,,,
001102-00-1135, C05,,,,,,,,
001102-00-1197, C05,C02,,,,,,,
001102-00-1379, C05,C02,C04,,,,,,
001102-00-1418, C05,,,,,,,,
001102-00-1480, C05,C02,C01,C08,,,,,
001102-00-1609, C05,C04,C08,C06,,,,,
001002-00-0013, C05,C01,C08,C02,C04,,,,
001002-00-0107, C05,C04,C08,,,,,,
001002-00-0217, C05,,,,,,,,
001002-00-0535, C05,C02,,,,,,,
001002-00-0549, C05,C01,C06,,,,,,
001002-00-0742, C05,C06,C07,C01,,,,,
001002-00-0828, C05,,,,,,,,
001002-00-0870, C05,C06,,,,,,,
001002-00-1117, C05,C06,C07,C08,,,,,
001002-00-1179, C05,C07,C02,C01,C08,,,,
001002-00-1420, C05,C02,,,,,,,
001002-00-1429, C05,C07,,,,,,,
001002-00-1435, C05,,,,,,,,
001002-00-1539, C05,C06,C07,C01,,,,,
001001-00-0127, C05,,,,,,,,
001001-00-0531, C05,C02,C04,,,,,,
001001-00-0575, C05,C08,C02,,,,,,
001001-00-0789, C05,C06,C07,,,,,,
001001-00-0921, C05,,,,,,,,
001001-00-1265, C05,C08,,,,,,,
001001-00-1389, C05,C04,C08,,,,,,
000101-00-0013, C05,C07,C01,,,,,,
000101-00-0332, C05,C02,,,,,,,
000101-00-0371, C05,,,,,,,,
000101-00-0420, C05,C04,C07,C06,,,,,
000101-00-0437, C05,C06,C02,,,,,,
000101-00-0506, C05,,,,,,,,
000101-00-0601, C05,,,,,,,,
000101-00-0732, C05,C06,C07,C01,C02,,,,
000402-00-0146, C05,C04,,,,,,,
000402-00-0350, C05,,,,,,,,
000402-00-0438, C05,,,,,,,,
000402-00-0662, C05,,,,,,,,
000402-00-0694, C05,C06,C07,C01,,,,,
000402-00-0867, C05,,,,,,,,
000703-00-0043, C05,,,,,,,,
000703-00-0045, C05,,,,,,,,
000703-00-0067, C05,C08,,,,,,,
000703-00-0134, C05,C08,C07,,,,,,
000703-00-0170, C05,,,,,,,,
000703-00-0013, C05,C07,C01,,,,,,
000302-00-0278, C05,,,,,,,,
000302-00-0357, C05,C08,C02,,,,,,
001101-00-0041, C05,,,,,,,,
001101-00-0120, C05,,,,,,,,
001101-00-0234, C05,C06,C08,C01,,,,,
001101-00-0276, C05,C08,,,,,,,
001101-00-0323, C05,,,,,,,,
001101-00-0366, C05,C08,,,,,,,
001101-00-0406, C05,,,,,,,,
001101-00-0414, C05,C07,C08,,,,,,
001101-00-0424, C05,C02,,,,,,,
001101-00-0441, C05,,,,,,,,
001101-00-0545, C05,,,,,,,,
001101-00-0549, C05,C04,C08,,,,,,
001101-00-0558, C05,C07,C01,,,,,,
001101-00-0648, C05,,,,,,,,
001101-00-0772, C05,,,,,,,,
001101-00-0773, C05,,,,,,,,
001101-00-0852, C05,,,,,,,,
000301-00-0170, C05,,,,,,,,
000301-00-0221, C05,C04,,,,,,,
000301-00-0367, C05,C02,C08,,,,,,
000301-00-0471, C05,,,,,,,,
000301-00-0693, C05,C07,,,,,,,
000301-00-0790, C05,C04,C08,,,,,,
000301-00-0887, C05,,,,,,,,
000603-00-0063, C05,C08,C02,,,,,,
000603-00-0374, C05,,,,,,,,
000603-00-0393, C05,,,,,,,,
000603-00-0496, C05,C07,C01,,,,,,
000603-00-0507, C05,C04,C02,,,,,,
000603-00-0624, C05,C07,,,,,,,
000603-00-0925, C05,,,,,,,,
000603-00-0933, C05,,,,,,,,
000603-00-0945, C05,,,,,,,,
000602-00-0114, C05,C02,C08,,,,,,
000602-00-0429, C05,,,,,,,,
000602-00-0437, C05,,,,,,,,
000602-00-0454, C05,,,,,,,,
000602-00-0466, C05,C04,,,,,,,
000602-00-0586, C05,,,,,,,,
000702-00-0192, C05,C04,C02,,,,,,
000702-00-0284, C05,C07,C01,,,,,,
000802-00-0046, C05,C01,C08,C04,,,,,
000802-00-0279, C05,,,,,,,,
000802-00-0392, C05,C06,C07,,,,,,
000802-00-0397, C05,C06,C08,,,,,,
000802-00-0478, C05,C01,C04,,,,,,
000802-00-0493, C05,C02,,,,,,,
000802-00-0496, C05,C02,,,,,,,
000802-00-0599, C05,C07,,,,,,,
001003-00-0020, C05,C08,,,,,,,
001003-00-0244, C05,C02,,,,,,,
001003-00-0246, C05,C02,,,,,,,
001003-00-0247, C05,C02,,,,,,,
001003-00-0250, C05,C02,,,,,,,
001003-00-0252, C05,C02,,,,,,,
001003-00-0388, C05,C08,C06,,,,,,
001003-00-0431, C05,C02,,,,,,,
001003-00-0439, C05,C08,C02,,,,,,
001003-00-0648, C05,,,,,,,,
001003-00-0649, C05,,,,,,,,
001003-00-0704, C05,,,,,,,,
001003-00-0770, C05,C02,C04,C01,C08,C07,C06,,
001003-00-0898, C05,C08,C02,,,,,,
001003-00-0993, C05,C06,C08,,,,,,
001003-00-1056, C05,,,,,,,,
001003-00-1103, C05,C08,,,,,,,
001003-00-1112, C05,,,,,,,,
000502-00-1096, C08,C05,C04,,,,,,
000901-00-0503, C08,C02,C05,,,,,,
000901-00-0703, C08,C05,,,,,,,
000901-00-1771, C08,C05,C01,C07,,,,,
000102-00-0748, C08,C05,,,,,,,
000903-00-0479, C08,C05,C02,C01,,,,,
000903-00-0529, C08,C02,C05,,,,,,
000903-00-0798, C08,C05,C07,,,,,,
000903-00-1192, C08,C05,C07,,,,,,
000401-00-1128, C08,C05,C04,C06,,,,,
000902-00-0895, C08,C05,,,,,,,
000902-00-0971, C08,C02,C05,,,,,,
000902-00-1018, C08,C05,C02,,,,,,
000902-00-1565, C08,C04,C05,C01,C07,,,,
000801-00-0507, C08,C05,C02,,,,,,
000801-00-0644, C08,C05,,,,,,,
000304-00-0141, C08,C04,C05,,,,,,
001102-00-1361, C08,C05,C01,,,,,,
001001-00-0402, C08,C05,C04,,,,,,
001001-00-0935, C08,C05,C04,C02,C07,,,,
000402-00-0005, C08,C05,C01,,,,,,
000402-00-0402, C08,C05,C02,,,,,,
000402-00-1139, C08,C05,C01,,,,,,
001101-00-0062, C08,C02,C05,WI01,,,,,
000603-00-0313, C08,C05,C02,,,,,,
000603-00-0069, C08,C02,C05,,,,,,
000602-00-0490, C08,C05,C07,C02,C04,,,,
000602-00-0786, C08,C04,C05,,,,,,
000602-00-0879, C08,C05,C01,,,,,,
000802-00-0816, C08,C05,C06,,,,,,
001003-00-0871, C08,C05,C06,C07,,,,,
000901-00-1513, C08,C05,,,,,,,
000102-00-0721, C08,C02,C05,C07,C06,C04,,,
000903-00-1225, C08,C05,C01,,,,,,
000903-00-1351, C08,C07,C05,,,,,,
000401-00-0050, C08,C05,WI01,,,,,,
000902-00-0651, C08,C07,C02,C05,,,,,
000902-00-0816, C08,C04,C05,C07,,,,,
000902-00-1092, C08,C05,,,,,,,
000902-00-1157, C08,C05,,,,,,,
000902-00-1217, C08,C05,C07,,,,,,
000701-00-0305, C08,C04,C05,,,,,,
001102-00-0237, C08,C05,C01,C07,,,,,
000502-00-0043, C02,C07,C05,,,,,,
000502-00-0983, C02,C05,,,,,,,
001103-00-0193, C02,C05,C08,,,,,,
000501-00-0523, C02,C05,C04,C01,,,,,
000901-00-0954, C02,C05,,,,,,,
000901-00-1010, C02,C05,,,,,,,
000102-00-0583, C02,C05,,,,,,,
000102-00-0673, C02,C05,C04,,,,,,
000102-00-0885, C02,C05,C04,,,,,,
000903-00-0046, C02,C05,,,,,,,
000903-00-0246, C02,C04,C05,C07,,,,,
000903-00-0501, C02,C05,,,,,,,
000903-00-0901, C02,C05,C07,,,,,,
000903-00-0984, C02,C04,C08,C05,,,,,
000903-00-1075, C02,C05,,,,,,,
000903-00-0162, C02,C05,C01,C08,C04,C07,,,
000103-00-0854, C02,C05,,,,,,,
000902-00-0392, C02,C07,C05,,,,,,
000902-00-0421, C02,C08,C05,,,,,,
000902-00-1590, C02,C05,C08,,,,,,
000803-00-0110, C02,C04,C05,,,,,,
000201-00-0828, C02,C05,C04,,,,,,
000503-00-0334, C02,C07,C08,C05,C01,,,,
001102-00-0267, C02,C05,,,,,,,
001102-00-0464, C02,C08,C04,C05,,,,,
001102-00-0634, C02,C04,C08,C05,C07,,,,
001102-00-1153, C02,C05,,,,,,,
001001-00-1134, C02,C04,C08,C05,,,,,
000101-00-0017, C02,C04,C05,,,,,,
000101-00-0260, C02,C07,C05,,,,,,
000101-00-0272, C02,C05,,,,,,,
000101-00-0673, C02,C08,C05,C04,,,,,
000402-00-0277, C02,C05,,,,,,,
000402-00-0337, C02,C07,C05,,,,,,
000302-00-0334, C02,C04,C05,,,,,,
000301-00-0392, C02,C05,C07,,,,,,
000301-00-0663, C02,C05,C04,,,,,,
001003-00-0315, C02,C04,C05,,,,,,
000601-00-0111, C02,C05,C04,,,,,,
000601-00-0579, C02,C04,C05,,,,,,
001103-00-0195, C02,C05,C08,,,,,,
001103-00-0922, C02,C05,C07,C04,,,,,
001103-00-1036, C02,C05,,,,,,,
001103-00-1084, C02,C05,C06,,,,,,
001103-00-1140, C02,C04,C05,,,,,,
000501-00-0782, C02,C05,C08,,,,,,
000901-00-0029, C02,C05,C01,,,,,,
000901-00-0970, C02,C05,,,,,,,
000901-00-1011, C02,C05,,,,,,,
000901-00-1385, C02,C05,C07,,,,,,
000102-00-0221, C02,C05,C06,,,,,,
000102-00-0754, C02,C05,C08,C04,,,,,
000903-00-0056, C02,C05,,,,,,,
000903-00-0417, C02,C05,,,,,,,
