ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice,20th Choice,21st Choice,22nd Choice,23rd Choice
000801-00-0242,C06,C22,C14,C03,C19,,,,,,,,,,,,,,,,,,
000801-00-0243,C08,C14,C02,C04,C22,C06,,,,,,,,,,,,,,,,,
000801-00-0245,C14,C03,C05,C19,C21,,,,,,,,,,,,,,,,,,
000801-00-0247,C20,C12,C15,C03,,,,,,,,,,,,,,,,,,,
000801-00-0250,C14,C08,C03,C19,C01,C21,C15,C12,,,,,,,,,,,,,,,
000801-00-0252,C19,C21,C08,C06,C04,C15,C02,C01,C03,C07,C10,C14,C20,C22,C23,C18,C17,C16,C13,C12,C11,C09,C05
000801-00-0253,C15,C03,C12,C06,C19,C01,,,,,,,,,,,,,,,,,
000801-00-0256,C12,C03,C20,C19,,,,,,,,,,,,,,,,,,,
000801-00-0257,C22,C21,C18,C17,C16,C14,C11,C09,,,,,,,,,,,,,,,
000801-00-0258,C13,C17,C18,C22,C05,,,,,,,,,,,,,,,,,,
000801-00-0261,C15,C19,C03,C12,,,,,,,,,,,,,,,,,,,
000801-00-0263,C08,C04,C22,C02,C14,,,,,,,,,,,,,,,,,,
000801-00-0264,C10,C08,C15,C21,,,,,,,,,,,,,,,,,,,
000801-00-0266,C14,C02,C04,C03,C08,C10,C15,C01,,,,,,,,,,,,,,,
000801-00-0268,C03,C19,C01,C06,C08,C11,C12,C14,,,,,,,,,,,,,,,
000801-00-0270,C15,C10,C19,C02,C01,C21,C12,C20,C03,C14,,,,,,,,,,,,,
000801-00-0272,C15,C10,C19,C02,C01,C21,C12,C20,C03,C14,,,,,,,,,,,,,
000801-00-0275,C03,C19,C02,C08,C10,C21,C14,C20,C12,C01,C15,C17,,,,,,,,,,,
000801-00-0277,C08,C11,C07,C14,C18,C02,,,,,,,,,,,,,,,,,
000801-00-0278,C02,C16,C05,C08,C09,C06,C04,C23,,,,,,,,,,,,,,,
000801-00-0281,C14,C10,C03,C08,C02,C04,C06,C21,,,,,,,,,,,,,,,
000801-00-0283,C12,,,,,,,,,,,,,,,,,,,,,,
000801-00-0284,C04,C06,C15,C20,C19,C14,C23,C08,C07,,,,,,,,,,,,,,
000801-00-0285,C21,C08,C12,C02,,,,,,,,,,,,,,,,,,,
000801-00-0287,C08,C02,C03,C14,C21,,,,,,,,,,,,,,,,,,
000801-00-0290,C14,C15,C19,C20,C01,C02,C03,C10,C12,C04,C05,,,,,,,,,,,,
000801-00-0292,C15,C03,C19,C20,C21,,,,,,,,,,,,,,,,,,
000801-00-0294,C02,C14,C04,C06,C08,,,,,,,,,,,,,,,,,,
000801-00-0296,C04,C02,C14,C22,C08,,,,,,,,,,,,,,,,,,
000801-00-0297,C08,C03,,,,,,,,,,,,,,,,,,,,,
000801-00-0299,C08,C02,,,,,,,,,,,,,,,,,,,,,
000801-00-0302,C10,C21,C01,C02,C03,C04,C08,C09,C12,C14,C15,,,,,,,,,,,,
000801-00-0303,C03,,,,,,,,,,,,,,,,,,,,,,
000801-00-0306,C19,C02,,,,,,,,,,,,,,,,,,,,,
000801-00-0307,C06,C21,C19,,,,,,,,,,,,,,,,,,,,
000801-00-0310,C14,,,,,,,,,,,,,,,,,,,,,,
000801-00-0312,C03,C02,C12,C19,C21,C10,C15,C01,C20,,,,,,,,,,,,,,
000801-00-0314,C08,C23,C03,,,,,,,,,,,,,,,,,,,,
000801-00-0315,C15,C01,C02,C03,C19,C08,C12,C14,,,,,,,,,,,,,,,
000801-00-0317,C02,C08,C04,C06,C19,C15,,,,,,,,,,,,,,,,,
000801-00-0320,C01,C19,C08,C14,C03,,,,,,,,,,,,,,,,,,
000801-00-0321,C12,,,,,,,,,,,,,,,,,,,,,,
000801-00-0322,C04,C10,C12,C14,C15,,,,,,,,,,,,,,,,,,
000801-00-0324,C06,C05,C21,C07,C18,C17,C16,C09,C08,,,,,,,,,,,,,,
000801-00-0326,C19,C01,C03,C12,C21,C15,C10,C02,C17,C20,,,,,,,,,,,,,
000801-00-0329,C06,C10,C12,C20,C15,C14,C03,,,,,,,,,,,,,,,,
000801-00-0330,C19,,,,,,,,,,,,,,,,,,,,,,
000801-00-0332,C16,C02,C10,C06,C03,C21,C05,C01,C09,,,,,,,,,,,,,,
000801-00-0334,C14,C02,C04,C06,C08,C11,C18,C22,,,,,,,,,,,,,,,
000801-00-0335,C21,C11,C15,C04,C19,C16,C22,,,,,,,,,,,,,,,,
000801-00-0338,C21,C12,C10,C07,C15,,,,,,,,,,,,,,,,,,
000801-00-0340,C14,C03,C15,C12,C10,C19,C20,C02,C08,,,,,,,,,,,,,,
000801-00-0342,C14,C08,C12,C01,,,,,,,,,,,,,,,,,,,
000801-00-0344,C02,C15,C14,C08,C22,C04,C06,,,,,,,,,,,,,,,,
000801-00-0347,C06,C22,C14,,,,,,,,,,,,,,,,,,,,
000801-00-0348,C10,C03,C01,C12,C02,C08,C20,,,,,,,,,,,,,,,,
000801-00-0349,C15,C03,C19,C14,C12,C10,C02,C01,C20,,,,,,,,,,,,,,
000801-00-0351,C13,C04,C14,C06,C05,C16,C21,C09,,,,,,,,,,,,,,,
000801-00-0353,C13,C04,C14,C16,C21,,,,,,,,,,,,,,,,,,
000801-00-0356,C10,C21,C19,,,,,,,,,,,,,,,,,,,,
000801-00-0357,C07,C06,C08,C04,C05,C09,C13,,,,,,,,,,,,,,,,
000801-00-0360,C08,,,,,,,,,,,,,,,,,,,,,,
000801-00-0361,C15,C01,C03,C12,C10,C19,C20,,,,,,,,,,,,,,,,
000801-00-0363,C01,C03,C15,C12,C14,C19,C20,C08,,,,,,,,,,,,,,,
000801-00-0365,C08,C04,C02,,,,,,,,,,,,,,,,,,,,
000801-00-0367,C15,C08,C02,C10,C14,C21,C04,C03,C22,,,,,,,,,,,,,,
000801-00-0369,C14,C10,C04,C02,C22,C06,C19,C08,C01,C21,,,,,,,,,,,,,
000801-00-0371,C10,,,,,,,,,,,,,,,,,,,,,,
000801-00-0372,C02,C08,C15,C12,C14,C01,C06,,,,,,,,,,,,,,,,
000801-00-0374,C10,C15,C20,C19,C03,C12,C01,C04,,,,,,,,,,,,,,,
000801-00-0375,C03,C02,C10,C15,C19,C04,,,,,,,,,,,,,,,,,
000801-00-0378,C08,C19,C03,C14,,,,,,,,,,,,,,,,,,,
000801-00-0380,C04,C14,C06,C15,C03,C21,C20,C02,C19,,,,,,,,,,,,,,
000801-00-0381,C03,C15,C19,C12,C10,C01,C06,C20,C21,,,,,,,,,,,,,,
000801-00-0382,C15,C19,C03,C20,C12,C11,C10,,,,,,,,,,,,,,,,
000801-00-0384,C21,C14,C06,C22,C01,C19,C15,C04,C11,,,,,,,,,,,,,,
000801-00-0386,C15,C01,C14,C12,C03,C19,C20,,,,,,,,,,,,,,,,
000801-00-0388,C08,C19,C02,C12,C21,C01,,,,,,,,,,,,,,,,,
000801-00-0391,C08,C19,C02,C01,C12,C21,,,,,,,,,,,,,,,,,
000801-00-0392,C19,C03,C12,C20,C15,C14,C02,,,,,,,,,,,,,,,,
000801-00-0395,C08,C03,,,,,,,,,,,,,,,,,,,,,
000801-00-0397,C12,C19,C08,C02,C14,C15,C04,C20,C05,,,,,,,,,,,,,,
000801-00-0399,C19,C01,C14,C15,C16,C17,C18,C20,C21,C22,C23,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13
000801-00-0400,C02,C16,C08,C09,C05,C06,C04,C23,,,,,,,,,,,,,,,
000801-00-0403,C19,C03,C17,C11,,,,,,,,,,,,,,,,,,,
000801-00-0404,C19,C22,C17,C06,C14,C05,C09,C15,,,,,,,,,,,,,,,
000801-00-0406,C02,C03,C21,C15,C01,C19,C12,C08,,,,,,,,,,,,,,,
000801-00-0408,C03,C01,C04,C02,C12,C10,C19,C17,,,,,,,,,,,,,,,
000801-00-0410,C02,C15,C03,C19,C08,,,,,,,,,,,,,,,,,,
000801-00-0412,C02,C04,C08,C14,C22,,,,,,,,,,,,,,,,,,
000801-00-0414,C08,C12,C10,C05,,,,,,,,,,,,,,,,,,,
000801-00-0416,C08,C02,C14,,,,,,,,,,,,,,,,,,,,
000801-00-0419,C06,C10,C02,C15,C20,C19,C12,C01,C03,,,,,,,,,,,,,,
000801-00-0421,C02,C08,C06,C14,C15,C10,C03,C21,C07,,,,,,,,,,,,,,
000801-00-0422,C03,C10,C15,C21,C01,,,,,,,,,,,,,,,,,,
000801-00-0424,C10,C19,C03,C01,C02,,,,,,,,,,,,,,,,,,
000801-00-0425,C14,,,,,,,,,,,,,,,,,,,,,,
000801-00-0427,C01,C06,C21,,,,,,,,,,,,,,,,,,,,
000801-00-0428,C10,C04,,,,,,,,,,,,,,,,,,,,,
000801-00-0429,C08,C02,C04,C14,C22,C20,C03,C12,,,,,,,,,,,,,,,
000801-00-0430,C10,C19,C12,C01,C03,C15,C20,,,,,,,,,,,,,,,,
000801-00-0433,C12,C10,C15,C20,C03,C01,C02,C19,C14,,,,,,,,,,,,,,
000801-00-0435,C14,C06,C22,,,,,,,,,,,,,,,,,,,,
000801-00-0437,C03,C02,C01,C14,C19,C06,C12,C22,C04,,,,,,,,,,,,,,
000801-00-0439,C14,C03,C15,C04,C22,C01,C08,C12,C19,C06,,,,,,,,,,,,,
000801-00-0440,C03,C01,C02,C14,C19,C06,C12,C22,C04,,,,,,,,,,,,,,
000801-00-0442,C02,C19,C20,C01,C03,C08,C10,C14,C21,,,,,,,,,,,,,,
000801-00-0444,C02,C19,C20,C01,C08,C03,C10,C14,C21,,,,,,,,,,,,,,
000801-00-0447,C03,C10,C01,C19,C12,C20,C14,C17,C15,,,,,,,,,,,,,,
000801-00-0448,C21,C08,,,,,,,,,,,,,,,,,,,,,
000801-00-0450,C21,C03,C07,,,,,,,,,,,,,,,,,,,,
000801-00-0453,C02,C19,C10,C21,C20,C08,C11,C15,C03,,,,,,,,,,,,,,
000801-00-0454,C14,C02,C10,C17,C19,C21,C03,,,,,,,,,,,,,,,,
000801-00-0456,C02,C10,C19,C21,C12,C08,,,,,,,,,,,,,,,,,
000801-00-0459,C14,C06,C23,C03,,,,,,,,,,,,,,,,,,,
000801-00-0461,C03,C10,C12,C21,C15,C17,C02,C19,C20,,,,,,,,,,,,,,
000801-00-0464,C21,C05,C06,C03,C12,,,,,,,,,,,,,,,,,,
000801-00-0465,C08,C02,C04,C14,C22,C06,C21,,,,,,,,,,,,,,,,
000801-00-0466,C02,C08,C15,C14,C06,C07,C03,C12,C10,C21,,,,,,,,,,,,,
000801-00-0470,C02,C21,C15,C03,C10,C19,C04,C01,C14,C08,C12,,,,,,,,,,,,
000801-00-0471,C10,C12,C02,C03,C20,C15,C01,C21,C08,,,,,,,,,,,,,,
000801-00-0474,C01,C21,C05,C03,C22,C06,C07,,,,,,,,,,,,,,,,
000801-00-0475,C04,C02,C14,C21,C08,,,,,,,,,,,,,,,,,,
000801-00-0478,C12,C08,,,,,,,,,,,,,,,,,,,,,
000801-00-0479,C17,C13,C20,C05,C07,C14,C15,,,,,,,,,,,,,,,,
000801-00-0482,C17,C14,C12,C04,C05,C08,C10,C11,C19,,,,,,,,,,,,,,
000801-00-0483,C19,C03,C15,C01,C12,C06,C09,,,,,,,,,,,,,,,,
000801-00-0485,C10,C06,C04,C14,C21,C15,C01,C16,,,,,,,,,,,,,,,
000801-00-0488,C03,C15,C12,C19,C01,C10,C20,C06,C17,C14,,,,,,,,,,,,,
000801-00-0489,C14,C02,C03,C15,,,,,,,,,,,,,,,,,,,
000801-00-0492,C03,C04,C19,C15,C20,C14,C01,,,,,,,,,,,,,,,,
000801-00-0493,C10,C15,C14,C13,C19,C20,C01,C02,C03,C04,C05,C07,C08,C12,,,,,,,,,
000801-00-0496,C19,C03,C12,C01,,,,,,,,,,,,,,,,,,,
000801-00-0499,C02,C10,C08,C03,C12,,,,,,,,,,,,,,,,,,
000801-00-0500,C14,C19,C20,C12,C15,C01,C03,C10,C21,,,,,,,,,,,,,,
000801-00-0501,C03,C10,C19,C08,C14,C02,C12,C01,C15,,,,,,,,,,,,,,
000801-00-0504,C15,C03,C19,C20,C01,C12,C10,,,,,,,,,,,,,,,,
000801-00-0506,C03,C01,C12,C15,C21,C19,C20,,,,,,,,,,,,,,,,
000801-00-0507,C01,C03,C12,,,,,,,,,,,,,,,,,,,,
000801-00-0510,C02,C10,C12,C03,,,,,,,,,,,,,,,,,,,
000801-00-0511,C02,C14,,,,,,,,,,,,,,,,,,,,,
000801-00-0515,C10,C21,C12,,,,,,,,,,,,,,,,,,,,
000801-00-0516,C06,C03,C14,C21,C20,C19,C15,C01,C10,,,,,,,,,,,,,,
000801-00-0518,C19,C01,C03,C15,C14,C06,,,,,,,,,,,,,,,,,
000801-00-0521,C14,C22,C06,C02,C04,C08,C07,C19,C01,,,,,,,,,,,,,,
000801-00-0523,C02,C08,C14,,,,,,,,,,,,,,,,,,,,
000801-00-0524,C06,C14,C22,C04,C11,C03,C15,C16,C20,,,,,,,,,,,,,,
000801-00-0526,C14,C22,C06,C08,C19,C01,,,,,,,,,,,,,,,,,
000801-00-0528,C14,C02,C20,C03,C06,C11,C08,C01,C21,C19,,,,,,,,,,,,,
000801-00-0530,C01,C02,C12,C03,,,,,,,,,,,,,,,,,,,
000801-00-0532,C03,C19,C15,C02,C09,C14,C12,C10,C01,C20,C21,C16,C23,C04,,,,,,,,,
000801-00-0533,C08,C21,C02,C01,C03,C04,C14,C19,,,,,,,,,,,,,,,
000801-00-0534,C08,C04,C02,,,,,,,,,,,,,,,,,,,,
000801-00-0536,C15,C10,C03,C06,C21,C01,C20,C19,C12,,,,,,,,,,,,,,
000801-00-0020,,,,,,,,,,,,,,,,,,,,,,,
000801-00-0021,,,,,,,,,,,,,,,,,,,,,,,
000801-00-0022,,,,,,,,,,,,,,,,,,,,,,,
000801-00-0023,C03,C01,,,,,,,,,,,,,,,,,,,,,
000801-00-0024,C08,C02,C04,C14,C22,C21,C10,WI0,,,,,,,,,,,,,,,
000801-00-0025,C13,C10,C12,C15,C01,C03,WI0,,,,,,,,,,,,,,,,
000801-00-0026,C03,C15,C01,C10,C02,C14,WI0,,,,,,,,,,,,,,,,
000801-00-0027,C09,C10,C15,C21,C19,C08,C17,WI0,WI0,,,,,,,,,,,,,,
000903-00-0001,C10,C12,C15,C19,C20,C01,C02,,,,,,,,,,,,,,,,
000903-00-0002,C16,C10,C23,C18,,,,,,,,,,,,,,,,,,,
000903-00-0004,C12,C20,C13,C08,,,,,,,,,,,,,,,,,,,
000903-00-0006,C03,C08,C10,C12,C15,C14,,,,,,,,,,,,,,,,,
000903-00-0008,C13,,,,,,,,,,,,,,,,,,,,,,
000903-00-0010,C19,C12,C10,C03,C01,,,,,,,,,,,,,,,,,,
000903-00-0011,C12,C20,,,,,,,,,,,,,,,,,,,,,
000903-00-0014,C20,C03,C10,C19,,,,,,,,,,,,,,,,,,,
000903-00-0016,C01,C15,C19,C20,C12,C10,C03,,,,,,,,,,,,,,,,
000903-00-0017,C03,C04,C08,C15,C19,,,,,,,,,,,,,,,,,,
000903-00-0020,C20,C03,C10,,,,,,,,,,,,,,,,,,,,
000903-00-0022,C13,C01,C20,,,,,,,,,,,,,,,,,,,,
000903-00-0023,C01,C19,C10,C03,C20,C05,C08,C15,C17,,,,,,,,,,,,,,
000903-00-0026,C22,C03,C14,C01,C04,C21,C05,C07,C06,C19,C18,C20,C15,C16,C17,C09,C11,C10,C12,C13,,,
000903-00-0027,C12,C15,C10,,,,,,,,,,,,,,,,,,,,
000903-00-0029,C12,C20,C15,C03,,,,,,,,,,,,,,,,,,,
000903-00-0032,C10,C12,C15,C19,C08,C01,C20,C21,C05,,,,,,,,,,,,,,
000903-00-0033,C14,C03,C01,C21,C09,,,,,,,,,,,,,,,,,,
000903-00-0036,C08,C04,C14,,,,,,,,,,,,,,,,,,,,
000903-00-0038,C21,C12,C03,C14,,,,,,,,,,,,,,,,,,,
000903-00-0039,C14,C02,C04,C08,C22,,,,,,,,,,,,,,,,,,
000903-00-0042,C21,,,,,,,,,,,,,,,,,,,,,,
000903-00-0044,C12,C19,,,,,,,,,,,,,,,,,,,,,
000903-00-0045,C13,C14,C01,C07,C19,,,,,,,,,,,,,,,,,,
000903-00-0048,C12,C20,C15,C13,C01,C19,,,,,,,,,,,,,,,,,
000903-00-0050,C14,C08,C15,C12,C19,,,,,,,,,,,,,,,,,,
000903-00-0051,C12,C20,C19,,,,,,,,,,,,,,,,,,,,
000903-00-0053,C12,C08,C19,,,,,,,,,,,,,,,,,,,,
000903-00-0055,C13,,,,,,,,,,,,,,,,,,,,,,
000903-00-0057,C03,C04,C02,C01,C23,C22,C21,C20,C19,C17,C18,C16,C15,C14,C13,C11,C10,C12,C09,C08,C07,C06,C05
000903-00-0060,C22,C14,,,,,,,,,,,,,,,,,,,,,
000903-00-0061,C08,C14,C06,C10,C02,C21,,,,,,,,,,,,,,,,,
000903-00-0063,C12,C21,C15,C03,C01,C10,,,,,,,,,,,,,,,,,
000903-00-0065,C19,C01,C03,C10,C15,C20,,,,,,,,,,,,,,,,,
000903-00-0068,C15,C19,C03,C21,C06,C22,C01,C08,C12,,,,,,,,,,,,,,
000903-00-0069,C12,C15,C20,,,,,,,,,,,,,,,,,,,,
000903-00-0072,C15,C14,C12,C22,C03,C08,,,,,,,,,,,,,,,,,
000903-00-0074,C19,C06,,,,,,,,,,,,,,,,,,,,,
000903-00-0076,C10,C03,C08,C12,C19,C14,C01,C15,C20,,,,,,,,,,,,,,
000903-00-0077,C10,C12,C15,,,,,,,,,,,,,,,,,,,,
000903-00-0080,C14,C03,C06,C09,C22,C21,C08,,,,,,,,,,,,,,,,
000903-00-0082,C12,C01,C13,,,,,,,,,,,,,,,,,,,,
000903-00-0084,C12,C03,C14,C15,C19,C20,C01,C08,,,,,,,,,,,,,,,
000903-00-0086,C02,C08,C14,C04,C22,C18,C21,C06,,,,,,,,,,,,,,,
000903-00-0088,C15,C08,C12,C19,,,,,,,,,,,,,,,,,,,
000903-00-0089,C10,C12,C03,C11,C14,C15,C19,C20,C21,C01,C02,C13,,,,,,,,,,,
000903-00-0092,C01,C19,C17,C14,C13,C12,C10,C15,,,,,,,,,,,,,,,
000903-00-0094,C01,C12,C21,,,,,,,,,,,,,,,,,,,,
000903-00-0096,C01,C21,C12,,,,,,,,,,,,,,,,,,,,
000903-00-0098,C15,C14,C22,C03,C08,C12,C01,,,,,,,,,,,,,,,,
000903-00-0099,C15,,,,,,,,,,,,,,,,,,,,,,
000903-00-0101,C19,C15,C12,C10,C17,C13,C03,C20,C18,C16,C14,,,,,,,,,,,,
000903-00-0102,C10,C08,,,,,,,,,,,,,,,,,,,,,
000903-00-0105,C08,C03,C12,C21,,,,,,,,,,,,,,,,,,,
000903-00-0107,C13,C19,C15,C04,C07,C06,C08,C10,C12,C11,C14,C17,C16,C20,C23,C22,C02,C21,C09,C05,C18,C01,C03
000903-00-0109,C12,,,,,,,,,,,,,,,,,,,,,,
000903-00-0111,C10,C03,,,,,,,,,,,,,,,,,,,,,
000903-00-0113,C12,C20,,,,,,,,,,,,,,,,,,,,,
000903-00-0115,C12,,,,,,,,,,,,,,,,,,,,,,
000903-00-0117,C12,C14,C20,C08,,,,,,,,,,,,,,,,,,,
000903-00-0120,C21,C10,C03,C08,C01,,,,,,,,,,,,,,,,,,
000903-00-0121,C08,C04,C12,C02,,,,,,,,,,,,,,,,,,,
000903-00-0123,C13,,,,,,,,,,,,,,,,,,,,,,
000903-00-0125,C01,C15,C12,C19,C10,,,,,,,,,,,,,,,,,,
000903-00-0127,C15,C04,C14,C12,C13,C03,C23,C01,C02,C05,C16,C17,C07,C06,C22,C18,C19,C08,C09,C10,C21,C11,
000903-00-0129,C08,C12,C02,C03,C14,,,,,,,,,,,,,,,,,,
000903-00-0131,C10,C14,C06,C02,C19,,,,,,,,,,,,,,,,,,
000903-00-0134,C10,C14,C06,C19,C20,,,,,,,,,,,,,,,,,,
000903-00-0135,C13,C20,C12,,,,,,,,,,,,,,,,,,,,
000903-00-0136,C03,C08,C06,C10,C01,C14,C21,C12,C19,,,,,,,,,,,,,,
000903-00-0139,C12,C01,C13,,,,,,,,,,,,,,,,,,,,
000903-00-0142,C01,C19,C14,C12,,,,,,,,,,,,,,,,,,,
000903-00-0143,C10,C04,C14,C19,C03,C21,C12,C08,,,,,,,,,,,,,,,
000903-00-0145,C01,C19,C21,C03,C16,C13,C22,C15,C20,C14,C12,C02,,,,,,,,,,,
000903-00-0146,C22,C14,C06,C01,,,,,,,,,,,,,,,,,,,
000903-00-0148,C02,C08,C19,C04,C03,C10,,,,,,,,,,,,,,,,,
000903-00-0149,C12,C13,,,,,,,,,,,,,,,,,,,,,
000903-00-0151,C01,C19,C14,C20,C03,C02,C12,C10,C08,C04,C23,C18,C17,C16,,,,,,,,,
000903-00-0153,C08,C14,C02,C04,C22,C03,C19,,,,,,,,,,,,,,,,
000903-00-0155,C12,C10,C14,,,,,,,,,,,,,,,,,,,,
000903-00-0156,C02,C08,C10,C13,C19,,,,,,,,,,,,,,,,,,
000903-00-0160,C08,C12,C15,C19,C03,C01,,,,,,,,,,,,,,,,,
000903-00-0162,C12,C10,C08,C15,C13,,,,,,,,,,,,,,,,,,
000903-00-0164,C12,C10,C19,,,,,,,,,,,,,,,,,,,,
000903-00-0168,C08,C07,C06,C05,C04,C23,C22,C09,C11,C13,C16,C17,C18,,,,,,,,,,
000903-00-0170,C17,C19,C15,C12,C10,C03,C01,C20,C08,C11,C05,C21,,,,,,,,,,,
000903-00-0172,C12,C08,C10,C15,C13,,,,,,,,,,,,,,,,,,
000903-00-0174,C21,C19,C15,C01,C03,C12,C20,C10,C04,,,,,,,,,,,,,,
000903-00-0175,C20,C03,C12,C19,C10,,,,,,,,,,,,,,,,,,
000903-00-0177,C13,C12,C20,,,,,,,,,,,,,,,,,,,,
000903-00-0179,C10,C21,C06,C12,,,,,,,,,,,,,,,,,,,
000903-00-0181,C10,C12,C03,C19,,,,,,,,,,,,,,,,,,,
000903-00-0183,C12,C21,C15,C19,C20,C23,C01,C03,C10,,,,,,,,,,,,,,
000903-00-0186,C14,C21,C22,C03,C08,C04,C05,C06,C11,C13,C16,C17,C18,C23,,,,,,,,,
000903-00-0187,C14,C03,C21,C22,C23,C04,C05,C06,C07,C08,C09,C11,C13,C16,C17,C18,,,,,,,
000903-00-0190,C10,C08,,,,,,,,,,,,,,,,,,,,,
000903-00-0191,C20,C12,C19,C03,C08,C10,C01,,,,,,,,,,,,,,,,
000903-00-0193,C10,C08,C21,C15,,,,,,,,,,,,,,,,,,,
000903-00-0196,C12,C15,C10,C19,C02,C01,C03,C20,C14,,,,,,,,,,,,,,
000903-00-0197,C17,C03,C15,C19,C20,C01,C10,C12,C14,,,,,,,,,,,,,,
000903-00-0198,C04,C02,C08,C14,C22,,,,,,,,,,,,,,,,,,
000903-00-0200,C15,C03,C12,C19,C02,,,,,,,,,,,,,,,,,,
000903-00-0202,C19,C12,,,,,,,,,,,,,,,,,,,,,
000903-00-0203,C08,C14,C06,C22,C21,,,,,,,,,,,,,,,,,,
000903-00-0206,C12,C15,C03,C01,C10,C19,,,,,,,,,,,,,,,,,
000903-00-0207,C08,C02,C12,C21,C14,C03,C10,,,,,,,,,,,,,,,,
000903-00-0210,C12,C13,,,,,,,,,,,,,,,,,,,,,
000903-00-0213,C19,C17,C18,,,,,,,,,,,,,,,,,,,,
000903-00-0215,C06,C08,C10,C14,C01,C02,C12,C20,C22,,,,,,,,,,,,,,
000903-00-0217,C15,C20,C21,C01,C10,C12,C19,,,,,,,,,,,,,,,,
000903-00-0219,C19,C12,C03,C01,C20,C10,C15,C14,,,,,,,,,,,,,,,
000903-00-0221,C19,,,,,,,,,,,,,,,,,,,,,,
000903-00-0222,C03,C06,C01,C22,C19,C21,C08,C14,C05,C09,,,,,,,,,,,,,
000903-00-0224,C03,C12,C01,C08,C19,C04,C10,C20,C15,,,,,,,,,,,,,,
000903-00-0226,C14,C03,C19,C12,,,,,,,,,,,,,,,,,,,
000903-00-0229,C10,C12,C15,C19,C23,C01,,,,,,,,,,,,,,,,,
000903-00-0231,C09,C20,C03,C12,C01,C15,,,,,,,,,,,,,,,,,
000903-00-0232,C03,C02,C01,C19,C20,C15,C14,C10,C12,,,,,,,,,,,,,,
000903-00-0234,C10,C08,C03,C15,C19,,,,,,,,,,,,,,,,,,
000903-00-0235,C15,C10,C03,C19,C01,C02,C20,C12,C14,,,,,,,,,,,,,,
000903-00-0236,C10,C15,C01,C03,C20,C19,C12,,,,,,,,,,,,,,,,
000903-00-0238,C19,C12,C04,C20,C13,C21,,,,,,,,,,,,,,,,,
000903-00-0241,C13,C20,C01,C12,C15,,,,,,,,,,,,,,,,,,
000903-00-0242,C19,C01,C15,C20,C12,C10,C03,,,,,,,,,,,,,,,,
000903-00-0246,C15,C08,C12,C01,C02,C14,C04,C05,C06,C07,C09,,,,,,,,,,,,
000903-00-0248,C19,C01,C20,C15,C12,C03,,,,,,,,,,,,,,,,,
000903-00-0249,C12,C20,C15,C03,C02,C08,C13,C19,C22,,,,,,,,,,,,,,
000903-00-0251,C12,C19,C20,C03,C15,,,,,,,,,,,,,,,,,,
000903-00-0253,C13,C20,C12,,,,,,,,,,,,,,,,,,,,
000903-00-0256,C12,C19,C03,C14,C15,,,,,,,,,,,,,,,,,,
000903-00-0257,C14,C22,C06,,,,,,,,,,,,,,,,,,,,
000903-00-0260,C22,C14,C10,,,,,,,,,,,,,,,,,,,,
000903-00-0261,C12,C15,C01,C03,C19,,,,,,,,,,,,,,,,,,
000903-00-0263,C08,C15,C22,C06,C19,C21,C05,,,,,,,,,,,,,,,,
000903-00-0266,C08,,,,,,,,,,,,,,,,,,,,,,
000903-00-0267,C19,C14,C01,C03,C04,C08,C06,C22,,,,,,,,,,,,,,,
000903-00-0269,C21,C15,C03,C19,C23,C06,C08,C09,C10,C11,C13,C16,C17,C18,C20,C01,C02,C04,C05,C07,C12,C22,C14
000903-00-0271,C10,C14,C12,C20,C03,C19,C15,C08,,,,,,,,,,,,,,,
000903-00-0273,C12,C20,C19,C15,C01,C03,C10,,,,,,,,,,,,,,,,
000903-00-0275,C14,C03,C22,C19,C10,C15,,,,,,,,,,,,,,,,,
000903-00-0277,C15,C03,C19,,,,,,,,,,,,,,,,,,,,
000903-00-0279,C19,C15,C03,C12,C08,,,,,,,,,,,,,,,,,,
000903-00-0282,C08,C19,C22,C03,C23,C21,C18,C17,C16,C13,C11,C09,C07,C06,C05,C04,C02,C01,C14,C15,C20,C12,C10
000903-00-0284,C22,C14,C21,C06,C08,,,,,,,,,,,,,,,,,,
000903-00-0285,C22,C14,C06,,,,,,,,,,,,,,,,,,,,
000903-00-0288,C19,C03,C15,C12,C13,C14,C22,,,,,,,,,,,,,,,,
000903-00-0290,C19,C08,C01,C15,C21,,,,,,,,,,,,,,,,,,
000903-00-0292,C13,,,,,,,,,,,,,,,,,,,,,,
000903-00-0294,C19,C14,C03,,,,,,,,,,,,,,,,,,,,
000903-00-0295,C20,C19,C15,C12,,,,,,,,,,,,,,,,,,,
000903-00-0299,C12,C20,C22,C19,,,,,,,,,,,,,,,,,,,
000903-00-0300,C12,C10,,,,,,,,,,,,,,,,,,,,,
000903-00-0302,C12,C20,C01,C03,C15,C19,C10,,,,,,,,,,,,,,,,
000903-00-0304,C12,C13,C17,,,,,,,,,,,,,,,,,,,,
000903-00-0306,C12,C13,C20,,,,,,,,,,,,,,,,,,,,
000903-00-0308,C02,C04,C06,C01,C22,C23,C16,C21,,,,,,,,,,,,,,,
